stop_id,stop_name,stop_lat,stop_lon
2_5657,НСК Олімпійський,50.4339599609375,30.51662254333496
2_100,Оболонський просп.,50.52267074584961,30.4970645904541
2_102,Оболонський просп.,50.52260971069336,30.49742317199707
2_104,Оболонський просп.,50.522674560546875,30.500892639160156
2_108,Оболонський просп.,50.52259826660156,30.497356414794922
2_263,Одеська пл.,50.37007141113281,30.45803451538086
2_4484,Палац урочистих подій,50.448707580566406,30.480491638183594
2_4485,Палац урочистих подій,50.44886779785156,30.480693817138672
2_6676,Палац урочистих подій,50.44873046875,30.480405807495117
2_6679,Палац урочистих подій,50.44914245605469,30.479358673095703
2_9879,Палац урочистих подій,50.44892883300781,30.479326248168945
2_9882,Палац урочистих подій,50.449092864990234,30.479827880859375
2_229,Печерський міст,50.42039108276367,30.54718780517578
2_235,Печерський міст,50.420467376708984,30.54690170288086
2_5279,Печерський міст,50.42039108276367,30.54718780517578
2_5306,Південний вокзал,50.43781661987305,30.48617172241211
2_5307,Південний вокзал,50.438743591308594,30.486064910888672
2_47,пл. В.Марченка,50.48249435424805,30.40584945678711
2_4806,пл. В.Марченка,50.482696533203125,30.405853271484375
2_9886,пл. В.Марченка,50.482513427734375,30.40584373474121
2_184,пл. Космонавтів,50.43232345581055,30.45480728149414
2_189,пл. Космонавтів,50.431095123291016,30.45732879638672
2_205,пл. Космонавтів,50.43124771118164,30.456724166870117
2_209,пл. Космонавтів,50.432071685791016,30.45487403869629
2_8698,пл. Космонавтів,50.43093490600586,30.45557403564453
2_8722,пл. Космонавтів,50.43035888671875,30.455907821655273
2_9509,пл. Космонавтів,50.4311637878418,30.455522537231445
2_9510,пл. Космонавтів,50.43132781982422,30.4553165435791
2_225,пл. Кривоноса,50.436832427978516,30.490705490112305
2_232,пл. Л.Украінки,50.42747116088867,30.538881301879883
2_5282,пл. Л.Украінки,50.42747116088867,30.538881301879883
2_5287,пл. Л.Украінки,50.428401947021484,30.5380916595459
2_4861,пл. Наводницька,50.424156188964844,30.559764862060547
2_6184,пл. Наводницька,50.424320220947266,30.559860229492188
2_5125,пл. Шевченка,50.51993179321289,30.44947624206543
2_5132,пл. Шевченка,50.52009963989258,30.449424743652344
2_5300,пл. Шевченка,50.51993179321289,30.449466705322266
2_197,Повітрофл  ш/пр,50.44832992553711,30.483951568603516
2_203,Повітрофл  ш/пр,50.44822692871094,30.484874725341797
2_105,Поліклініка (44),50.49993133544922,30.50383949279785
2_109,Поліклініка (44),50.499813079833984,30.504125595092773
2_10805,Поліклініка (Лиф)),50.51341247558594,30.614837646484375
2_148,Поліклініка (Лиф)),50.51224899291992,30.614038467407227
2_5367,Поліклініка (Лиф)),50.511390686035156,30.612770080566406
2_5377,Поліклініка (Лиф)),50.511775970458984,30.613122940063477
2_5707,Поліклініка (Лиф)),50.51215362548828,30.613672256469727
2_6094,Поліклініка (Лиф)),50.51215362548828,30.613672256469727
2_5961,пр. Повітр. Сил,50.42510986328125,30.46082305908203
2_8058,просп. Бандери,50.49058151245117,30.523941040039062
2_8061,просп. Бандери,50.490882873535156,30.524024963378906
2_6542,просп. Берест,50.455055236816406,30.35692596435547
2_6545,просп. Берест,50.456356048583984,30.356985092163086
2_6543,просп. Курбаса,50.42481994628906,30.366518020629883
2_6544,просп. Курбаса,50.42697525024414,30.365371704101562
2_43,просп. Свободи,50.51469039916992,30.421567916870117
2_48,просп. Свободи,50.51487350463867,30.421558380126953
2_5549,просп. Свободи,50.51478958129883,30.42148208618164
2_5554,просп. Свободи,50.514923095703125,30.421276092529297
2_62,просп. Свободи,50.51478958129883,30.42148208618164
2_65,просп. Свободи,50.514923095703125,30.421276092529297
2_92,просп. Свободи,50.51500701904297,30.42113494873047
2_96,просп. Свободи,50.5145149230957,30.42182159423828
2_9755,просп. Свободи,50.51523208618164,30.42105484008789
2_9759,просп. Свободи,50.51445007324219,30.421850204467773
2_9876,просп. Свободи,50.51525115966797,30.420652389526367
2_9887,просп. Свободи,50.51512908935547,30.421119689941406
2_120,Райдужний,50.49538040161133,30.578723907470703
2_132,Райдужний,50.4954833984375,30.579891204833984
2_144,Райдужний,50.4954719543457,30.58096694946289
2_147,Райдужний,50.495361328125,30.580402374267578
2_4249,Райдужний,50.49550247192383,30.581247329711914
2_4252,Райдужний,50.495338439941406,30.581174850463867
2_5702,Райдужний,50.4954833984375,30.579891204833984
2_5706,Райдужний,50.49538040161133,30.578723907470703
2_160,Солом’янська пл.,50.4310417175293,30.471921920776367
2_161,Солом’янська пл.,50.43098068237305,30.47208595275879
2_220,Солом’янська пл.,50.43069839477539,30.472396850585938
2_226,Солом’янська пл.,50.43083953857422,30.472057342529297
2_5531,Солом’янська пл.,50.4310417175293,30.471921920776367
2_5535,Солом’янська пл.,50.43098068237305,30.47208595275879
2_4885,ст. Київ-Волинський,50.41301345825195,30.428478240966797
2_4886,ст. Київ-Волинський,50.413047790527344,30.428544998168945
2_4250,ст. Куренівка,50.48896789550781,30.484670639038086
2_4251,ст. Куренівка,50.48878479003906,30.484830856323242
2_8033,ст. Куренівка,50.48881530761719,30.485279083251953
2_163,ст. м. Почайна,50.48661804199219,30.498220443725586
2_166,ст. м. Почайна,50.48711013793945,30.497501373291016
2_6651,ст.м. Васильківська,50.393157958984375,30.487342834472656
2_6652,ст.м. Васильківська,50.393314361572266,30.48822593688965
2_666,ст.м. Васильківська,50.39329528808594,30.488204956054688
2_667,ст.м. Васильківська,50.39314651489258,30.487186431884766
2_228,ст.м. Видубичі,50.402915954589844,30.55773162841797
2_315,ст.м. Видубичі,50.40267562866211,30.557647705078125
2_5278,ст.м. Видубичі,50.403018951416016,30.55449676513672
2_5284,ст.м. Видубичі,50.40276336669922,30.557918548583984
2_4451,ст.м. Виставковий центр,50.38119888305664,30.47751808166504
2_4454,ст.м. Виставковий центр,50.3818359375,30.47823143005371
2_4455,ст.м. Виставковий центр,50.381587982177734,30.47884178161621
2_4456,ст.м. Виставковий центр,50.38154983520508,30.478412628173828
2_4458,ст.м. Виставковий центр,50.38097381591797,30.477577209472656
2_4459,ст.м. Виставковий центр,50.38063430786133,30.476346969604492
2_4684,ст.м. Виставковий центр,50.382266998291016,30.480588912963867
2_4685,ст.м. Виставковий центр,50.382606506347656,30.481128692626953
2_9907,ст.м. Дорогожичі (16),50.47316360473633,30.448612213134766
2_9908,ст.м. Дорогожичі (16),50.47349548339844,30.44684410095215
2_4470,ст.м. Либідська,50.412967681884766,30.524677276611328
2_4471,ст.м. Либідська,50.4128532409668,30.524436950683594
2_4700,ст.м. Либідська,50.41230010986328,30.524295806884766
2_4791,ст.м. Либідська,50.413875579833984,30.52496910095215
2_6177,ст.м. Либідська,50.412479400634766,30.52593994140625
2_6178,ст.м. Либідська,50.4134635925293,30.525068283081055
2_9459,ст.м. Либідська,50.4118537902832,30.5249080657959
2_9460,ст.м. Либідська,50.41144943237305,30.525373458862305
2_128,ст.м. Лісова,50.4659309387207,30.642629623413086
2_129,ст.м. Лісова,50.46569061279297,30.641868591308594
2_18,ст.м. Лук’янівська,50.46245193481445,30.482423782348633
2_20,ст.м. Лук’янівська,50.46243667602539,30.482614517211914
2_207,ст.м. Лук’янівська,50.46263885498047,30.482463836669922
2_208,ст.м. Лук’янівська,50.46295928955078,30.48181915283203
2_309,ст.м. Лук’янівська,50.46258544921875,30.48212242126465
2_311,ст.м. Лук’янівська,50.46277618408203,30.482200622558594
2_5295,ст.м. Лук’янівська,50.46270751953125,30.482160568237305
2_5298,ст.м. Лук’янівська,50.46277618408203,30.482200622558594
2_5561,ст.м. Лук’янівська,50.46281433105469,30.481884002685547
2_5562,ст.м. Лук’янівська,50.4623908996582,30.482519149780273
2_58,ст.м. Лук’янівська,50.46258544921875,30.48212242126465
2_59,ст.м. Лук’янівська,50.46277618408203,30.482200622558594
2_9611,ст.м. Лук’янівська,50.462921142578125,30.481904983520508
2_9612,ст.м. Лук’янівська,50.4615364074707,30.481321334838867
2_9753,ст.м. Лук’янівська,50.46286392211914,30.482162475585938
2_9761,ст.м. Лук’янівська,50.46463394165039,30.478151321411133
2_5716,ст.м. Мінська,50.512413024902344,30.496355056762695
2_5717,ст.м. Мінська,50.51201629638672,30.496768951416016
