shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
1_4_1,50.40776062011719,30.408960342407227,80,
1_40_0,50.47391891479492,30.494070053100586,80,
1_40_1,50.518043518066406,30.489530563354492,80,
1_41_0,50.44785690307617,30.491168975830078,80,
1_41_1,50.46444320678711,30.509401321411133,80,
1_42_0,50.514564514160156,30.45549774169922,80,
1_42_1,50.47434997558594,30.492897033691406,80,
1_46_0,50.461429595947266,30.637895584106445,80,
1_46_1,50.41365051269531,30.646514892578125,80,
1_5_0,50.44611740112305,30.490243911743164,80,
1_5_1,50.42705154418945,30.376495361328125,80,
1_51_0,50.461692810058594,30.639097213745117,80,
1_51_1,50.404701232910156,30.683969497680664,80,
1_667_0,50.44060516357422,30.637752532958984,80,
1_667_1,50.44806671142578,30.675048828125,80,
1_1_0,50.44629669189453,30.48587989807129,90,
1_1_1,50.426029205322266,30.384708404541016,90,
1_36_0,50.47940444946289,30.480703353881836,90,
1_36_1,50.5002326965332,30.489246368408203,90,
1_37_0,50.472007751464844,30.503679275512695,90,
1_37_1,50.53598403930664,30.354324340820312,90,
1_38_0,50.46636199951172,30.512392044067383,90,
1_38_1,50.42555236816406,30.41981315612793,90,
1_389_0,50.50004577636719,30.48805046081543,90,
1_389_1,50.52969741821289,30.362323760986328,90,
1_39_0,50.445804595947266,30.49142837524414,90,
1_39_1,50.42555236816406,30.41981315612793,90,
1_4_0,50.42836380004883,30.381345748901367,90,
1_4_1,50.40774154663086,30.407730102539062,90,
1_40_0,50.47764205932617,30.484777450561523,90,
1_40_1,50.51770782470703,30.48944091796875,90,
1_41_0,50.44853973388672,30.49270248413086,90,
1_41_1,50.46354293823242,30.508012771606445,90,
1_42_0,50.51343536376953,30.455904006958008,90,
1_42_1,50.47940444946289,30.480703353881836,90,
1_46_0,50.460628509521484,30.636489868164062,90,
1_46_1,50.4159049987793,30.65021324157715,90,
1_5_0,50.44619369506836,30.48945426940918,90,
1_5_1,50.428104400634766,30.380552291870117,90,
1_51_0,50.460994720458984,30.637054443359375,90,
1_51_1,50.40494155883789,30.683448791503906,90,
1_667_0,50.44026184082031,30.637510299682617,90,
1_667_1,50.44777297973633,30.674528121948242,90,
1_1_0,50.44746398925781,30.478775024414062,100,
1_1_1,50.4285888671875,30.385786056518555,100,
1_36_0,50.48268508911133,30.47694206237793,100,
1_36_1,50.50004577636719,30.48805046081543,100,
1_37_0,50.47053146362305,30.50150489807129,100,
1_37_1,50.5305290222168,30.361404418945312,100,
1_38_0,50.46529006958008,30.510683059692383,100,
1_38_1,50.42626190185547,30.418468475341797,100,
1_389_0,50.50000762939453,30.486387252807617,100,
1_389_1,50.526145935058594,30.36709976196289,100,
1_39_0,50.44609069824219,30.490541458129883,100,
1_39_1,50.42626190185547,30.418468475341797,100,
1_4_0,50.42906951904297,30.3842716217041,100,
1_4_1,50.40769958496094,30.4071044921875,100,
1_40_0,50.47939682006836,30.48061752319336,100,
1_40_1,50.51740264892578,30.48941421508789,100,
1_41_0,50.4510498046875,30.489763259887695,100,
1_41_1,50.462799072265625,30.50688934326172,100,
1_42_0,50.51224136352539,30.456268310546875,100,
1_42_1,50.48268508911133,30.47694206237793,100,
1_46_0,50.45839309692383,30.634862899780273,100,
1_46_1,50.4211311340332,30.658254623413086,100,
1_5_0,50.44620895385742,30.488452911376953,100,
1_5_1,50.428436279296875,30.381820678710938,100,
1_51_0,50.460208892822266,30.63609504699707,100,
1_51_1,50.408721923828125,30.67670440673828,100,
1_667_0,50.43974304199219,30.637184143066406,100,
1_667_1,50.44706726074219,30.673267364501953,100,
1_1_0,50.44776153564453,30.476346969604492,110,
1_1_1,50.42928695678711,30.385467529296875,110,
1_36_0,50.48494338989258,30.47454261779785,110,
1_36_1,50.50000762939453,30.486387252807617,110,
1_37_0,50.472267150878906,30.498197555541992,110,
1_37_1,50.5263671875,30.36680793762207,110,
1_38_0,50.46444320678711,30.509401321411133,110,
1_38_1,50.4273796081543,30.416730880737305,110,
1_389_0,50.500057220458984,30.47796058654785,110,
1_389_1,50.52560043334961,30.36967658996582,110,
1_39_0,50.447715759277344,30.491199493408203,110,
1_39_1,50.4273796081543,30.416730880737305,110,
1_4_0,50.429134368896484,30.384780883789062,110,
1_4_1,50.40757751464844,30.40650749206543,110,
1_40_0,50.480159759521484,30.479557037353516,110,
1_40_1,50.51709747314453,30.48955726623535,110,
1_41_0,50.45135498046875,30.489377975463867,110,
1_41_1,50.46297073364258,30.506261825561523,110,
1_42_0,50.51055908203125,30.45684051513672,110,
1_42_1,50.48494338989258,30.47454261779785,110,
1_46_0,50.45641326904297,30.63386344909668,110,
1_46_1,50.42236328125,30.65648651123047,110,
1_5_0,50.446224212646484,30.48737144470215,110,
1_5_1,50.42885971069336,30.383464813232422,110,
1_51_0,50.459686279296875,30.635780334472656,110,
1_51_1,50.413665771484375,30.667892456054688,110,
1_667_0,50.435340881347656,30.64606285095215,110,
1_667_1,50.44379806518555,30.66696548461914,110,
1_1_0,50.447750091552734,30.474658966064453,120,
1_1_1,50.42953109741211,30.386058807373047,120,
1_36_0,50.48601531982422,30.47321319580078,120,
1_36_1,50.500057220458984,30.47796058654785,120,
1_37_0,50.47434997558594,30.492897033691406,120,
1_37_1,50.52497482299805,30.369922637939453,120,
1_38_0,50.46354293823242,30.508012771606445,120,
1_38_1,50.4288215637207,30.415363311767578,120,
1_389_0,50.50008010864258,30.47255516052246,120,
1_389_1,50.5246467590332,30.373653411865234,120,
1_39_0,50.44799041748047,30.491579055786133,120,
1_39_1,50.4288215637207,30.415363311767578,120,
1_4_0,50.42900085449219,30.38521385192871,120,
