shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
2_21_0,50.470088958740234,30.4473876953125,190,
2_21_1,50.477081298828125,30.42060661315918,190,
2_23_0,50.5055046081543,30.450674057006836,190,
2_23_1,50.51460647583008,30.50873374938965,190,
2_25_0,50.48959732055664,30.49947738647461,190,
2_25_1,50.500484466552734,30.450170516967773,190,
2_26_0,50.49991989135742,30.40584945678711,190,
2_26_1,50.50705337524414,30.409730911254883,190,
2_27_0,50.426570892333984,30.42902374267578,190,
2_27_1,50.489139556884766,30.48641014099121,190,
2_28_0,50.4748420715332,30.475727081298828,190,
2_28_1,50.50112533569336,30.442541122436523,190,
2_29_0,50.4935417175293,30.546785354614258,190,
2_29_1,50.49163055419922,30.5908145904541,190,
2_3_0,50.40717697143555,30.517457962036133,190,
2_3_1,50.382362365722656,30.48091697692871,190,
2_30_0,50.43277359008789,30.48008155822754,190,
2_30_1,50.43211364746094,30.474584579467773,190,
2_31_0,50.520599365234375,30.619098663330078,190,
2_31_1,50.424407958984375,30.459423065185547,190,
2_33_0,50.484962463378906,30.471603393554688,190,
2_33_1,50.52623748779297,30.60154914855957,190,
2_34_0,50.520694732666016,30.44986915588379,190,
2_34_1,50.52269744873047,30.499998092651367,190,
2_35_0,50.48746109008789,30.527502059936523,190,
2_35_1,50.517799377441406,30.5129337310791,190,
2_36_0,50.50779724121094,30.4082088470459,190,
2_36_1,50.43484115600586,30.472335815429688,190,
2_38_0,50.480125427246094,30.624292373657227,190,
2_38_1,50.523616790771484,30.60544204711914,190,
2_40_0,50.432132720947266,30.54464340209961,190,
2_40_1,50.410194396972656,30.55007553100586,190,
2_41_0,50.45826721191406,30.356679916381836,190,
2_41_1,50.4647102355957,30.355188369750977,190,
2_43_0,50.459678649902344,30.406038284301758,190,
2_43_1,50.505088806152344,30.42092514038086,190,
2_44_0,50.42780685424805,30.50995445251465,190,
2_44_1,50.42605209350586,30.461164474487305,190,
2_45_0,50.448883056640625,30.388696670532227,190,
2_45_1,50.436370849609375,30.38235092163086,190,
2_46_0,50.4140739440918,30.480649948120117,190,
2_46_1,50.443946838378906,30.44194221496582,190,
2_47_0,50.44024658203125,30.61869239807129,190,
2_47_1,50.36978530883789,30.45804786682129,190,
2_50_0,50.49604034423828,30.517337799072266,190,
2_50_1,50.52280807495117,30.498201370239258,190,
2_51_0,50.381446838378906,30.453536987304688,190,
2_51_1,50.39167404174805,30.46865463256836,190,
2_54_0,50.454654693603516,30.445348739624023,190,
2_54_1,50.46868133544922,30.405757904052734,190,
2_55_0,50.45635223388672,30.49003028869629,190,
2_55_1,50.52189254760742,30.446123123168945,190,
2_56_0,50.458885192871094,30.406494140625,190,
2_56_1,50.455074310302734,30.35474967956543,190,
2_58_0,50.44906997680664,30.482419967651367,190,
2_58_1,50.431419372558594,30.469200134277344,190,
2_6_0,50.410579681396484,30.526159286499023,190,
2_6_1,50.378475189208984,30.458969116210938,190,
2_675_0,50.420345306396484,30.547014236450195,190,
2_675_1,50.410194396972656,30.55007553100586,190,
2_676_0,50.46787643432617,30.47353744506836,190,
2_676_1,50.522003173828125,30.44578742980957,190,
2_695_0,50.413116455078125,30.533695220947266,190,
2_695_1,50.52072525024414,30.619136810302734,190,
2_696_0,50.4621696472168,30.60028839111328,190,
2_696_1,50.51326370239258,30.6145076751709,190,
2_738_0,50.42243194580078,30.497594833374023,190,
2_738_1,50.42674255371094,30.462778091430664,190,
2_756_0,50.50674057006836,30.508750915527344,190,
2_756_1,50.520599365234375,30.619098663330078,190,
2_8_0,50.43885040283203,30.524301528930664,190,
2_8_1,50.43839645385742,30.520938873291016,190,
2_827_0,50.439212799072266,30.446025848388672,190,
2_827_1,50.436893463134766,30.452842712402344,190,
2_1_0,50.40583801269531,30.521963119506836,200,
2_1_1,50.40788269042969,30.52076530456543,200,
2_12_0,50.45627212524414,30.492595672607422,200,
2_12_1,50.4769172668457,30.431739807128906,200,
2_14_0,50.44927978515625,30.482044219970703,200,
2_14_1,50.44148635864258,30.48003387451172,200,
2_15_0,50.45743942260742,30.487852096557617,200,
2_15_1,50.49521255493164,30.459379196166992,200,
2_16_0,50.469783782958984,30.456689834594727,200,
2_16_1,50.442386627197266,30.480457305908203,200,
2_21_0,50.47024154663086,30.443971633911133,200,
2_21_1,50.47683334350586,30.424646377563477,200,
2_23_0,50.505531311035156,30.45147705078125,200,
2_23_1,50.51360321044922,30.507457733154297,200,
2_25_0,50.48935317993164,30.499364852905273,200,
2_25_1,50.50044250488281,30.451692581176758,200,
2_26_0,50.501705169677734,30.406042098999023,200,
2_26_1,50.50727081298828,30.409215927124023,200,
2_27_0,50.43647766113281,30.435461044311523,200,
2_27_1,50.487403869628906,30.47480010986328,200,
2_28_0,50.4754753112793,30.47553825378418,200,
2_28_1,50.500247955322266,30.442855834960938,200,
2_29_0,50.4941291809082,30.551801681518555,200,
2_29_1,50.49414825439453,30.590049743652344,200,
2_3_0,50.40708541870117,30.517776489257812,200,
2_3_1,50.39048385620117,30.50130271911621,200,
2_30_0,50.43235397338867,30.476089477539062,200,
2_30_1,50.43238830566406,30.477413177490234,200,
2_31_0,50.519256591796875,30.61864471435547,200,
2_31_1,50.425376892089844,30.460081100463867,200,
2_33_0,50.485958099365234,30.472593307495117,200,
2_33_1,50.52561569213867,30.60133171081543,200,
2_34_0,50.52033615112305,30.452455520629883,200,
2_34_1,50.52275085449219,30.499677658081055,200,
2_35_0,50.48818588256836,30.526748657226562,200,
2_35_1,50.51527786254883,30.509578704833984,200,
2_36_0,50.50759506225586,30.40773582458496,200,
2_36_1,50.43525314331055,30.472900390625,200,
2_38_0,50.47876739501953,30.619495391845703,200,
2_38_1,50.52316665649414,30.614280700683594,200,
2_40_0,50.43153762817383,30.54389190673828,200,
2_40_1,50.411155700683594,30.54939842224121,200,
2_41_0,50.458736419677734,30.356578826904297,200,
2_41_1,50.464561462402344,30.355445861816406,200,
2_43_0,50.46717071533203,30.40597915649414,200,
2_43_1,50.505104064941406,30.420103073120117,200,
2_44_0,50.42763137817383,30.508769989013672,200,
2_44_1,50.42683792114258,30.46295166015625,200,
2_45_0,50.44764709472656,30.38890838623047,200,
2_45_1,50.43695068359375,30.38458251953125,200,
2_46_0,50.415279388427734,30.479673385620117,200,
2_46_1,50.44110870361328,30.44361686706543,200,
2_47_0,50.44016647338867,30.618423461914062,200,
2_47_1,50.36992645263672,30.458276748657227,200,
2_50_0,50.49591064453125,30.516149520874023,200,
2_50_1,50.522682189941406,30.497888565063477,200,
2_51_0,50.3829231262207,30.45158576965332,200,
2_51_1,50.39147186279297,30.46771240234375,200,
2_54_0,50.45482635498047,30.444351196289062,200,
2_54_1,50.46414566040039,30.40577507019043,200,
2_55_0,50.45743942260742,30.487852096557617,200,
2_55_1,50.52219772338867,30.445314407348633,200,
2_56_0,50.45886993408203,30.405954360961914,200,
2_56_1,50.455177307128906,30.3552188873291,200,
2_58_0,50.44879913330078,30.48232650756836,200,
2_58_1,50.43302917480469,30.470657348632812,200,
2_6_0,50.4073486328125,30.519290924072266,200,
2_6_1,50.37870407104492,30.459863662719727,200,
2_675_0,50.41929626464844,30.548368453979492,200,
2_675_1,50.411155700683594,30.54939842224121,200,
2_676_0,50.46860885620117,30.473186492919922,200,
2_676_1,50.52241134643555,30.44437026977539,200,
2_695_0,50.41419219970703,30.537086486816406,200,
2_695_1,50.52037811279297,30.619009017944336,200,
2_696_0,50.46289825439453,30.60012435913086,200,
2_696_1,50.51311111450195,30.614192962646484,200,
2_738_0,50.421966552734375,30.497291564941406,200,
2_738_1,50.42768096923828,30.464706420898438,200,
2_756_0,50.506465911865234,30.508697509765625,200,
2_756_1,50.519256591796875,30.61864471435547,200,
2_8_0,50.43820571899414,30.525243759155273,200,
2_8_1,50.438079833984375,30.520679473876953,200,
2_827_0,50.438777923583984,30.447187423706055,200,
2_827_1,50.43748474121094,30.451969146728516,200,
2_1_0,50.402469635009766,30.52652359008789,210,
2_1_1,50.40951156616211,30.5242862701416,210,
2_12_0,50.456214904785156,30.490428924560547,210,
2_12_1,50.47698974609375,30.43263816833496,210,
2_14_0,50.44927978515625,30.482208251953125,210,
2_14_1,50.44264602661133,30.48053550720215,210,
2_15_0,50.459651947021484,30.485427856445312,210,
2_15_1,50.4942626953125,30.46055793762207,210,
2_16_0,50.46992111206055,30.45783042907715,210,
2_16_1,50.446014404296875,30.481521606445312,210,
2_21_0,50.470340728759766,30.443071365356445,210,
2_21_1,50.47645950317383,30.427345275878906,210,
2_23_0,50.50553894042969,30.451684951782227,210,
2_23_1,50.51292037963867,30.506437301635742,210,
2_25_0,50.48921585083008,30.499113082885742,210,
2_25_1,50.50008010864258,30.452045440673828,210,
2_26_0,50.502864837646484,30.406341552734375,210,
2_26_1,50.507652282714844,30.40878677368164,210,
2_27_0,50.43669128417969,30.435333251953125,210,
2_27_1,50.487083435058594,30.473615646362305,210,
2_28_0,50.475868225097656,30.475635528564453,210,
2_28_1,50.500301361083984,30.44472885131836,210,
2_29_0,50.49484634399414,30.557287216186523,210,
2_29_1,50.4955940246582,30.58976936340332,210,
2_3_0,50.40690994262695,30.517684936523438,210,
2_3_1,50.392215728759766,30.505918502807617,210,
2_30_0,50.432064056396484,30.47263526916504,210,
2_30_1,50.4327278137207,30.48043441772461,210,
2_31_0,50.518150329589844,30.61814308166504,210,
2_31_1,50.42573165893555,30.459850311279297,210,
2_33_0,50.48713684082031,30.47477149963379,210,
2_33_1,50.52461242675781,30.600542068481445,210,
2_34_0,50.52018356323242,30.453554153442383,210,
2_34_1,50.522911071777344,30.499387741088867,210,
2_35_0,50.48896408081055,30.526012420654297,210,
2_35_1,50.513214111328125,30.506805419921875,210,
2_36_0,50.5073356628418,30.407543182373047,210,
2_36_1,50.43764877319336,30.47520637512207,210,
2_38_0,50.47834014892578,30.617950439453125,210,
2_38_1,50.52301025390625,30.618019104003906,210,
2_40_0,50.4289436340332,30.540258407592773,210,
2_40_1,50.411643981933594,30.549259185791016,210,
2_41_0,50.45977020263672,30.356388092041016,210,
2_41_1,50.46427536010742,30.35546875,210,
2_43_0,50.477630615234375,30.40584373474121,210,
2_43_1,50.507102966308594,30.409406661987305,210,
2_44_0,50.42652130126953,30.504789352416992,210,
2_44_1,50.427406311035156,30.46403694152832,210,
2_45_0,50.44619369506836,30.389179229736328,210,
2_45_1,50.43716812133789,30.385379791259766,210,
2_46_0,50.417449951171875,30.478315353393555,210,
2_46_1,50.440216064453125,30.444366455078125,210,
2_47_0,50.4393310546875,30.61563491821289,210,
2_47_1,50.370582580566406,30.459352493286133,210,
2_50_0,50.49589538574219,30.513439178466797,210,
2_50_1,50.52265167236328,30.4971923828125,210,
2_51_0,50.38343048095703,30.452526092529297,210,
2_51_1,50.39109420776367,30.46657371520996,210,
2_54_0,50.45528030395508,30.44145965576172,210,
2_54_1,50.459903717041016,30.405765533447266,210,
2_55_0,50.459651947021484,30.485427856445312,210,
2_55_1,50.52232360839844,30.44464111328125,210,
2_56_0,50.458858489990234,30.40543556213379,210,
2_56_1,50.455448150634766,30.35922622680664,210,
2_58_0,50.44414520263672,30.480697631835938,210,
2_58_1,50.43480682373047,30.472286224365234,210,
2_6_0,50.407161712646484,30.518882751464844,210,
2_6_1,50.37884521484375,30.460662841796875,210,
2_675_0,50.418941497802734,30.5487060546875,210,
2_675_1,50.411643981933594,30.549259185791016,210,
2_676_0,50.470218658447266,30.473224639892578,210,
2_676_1,50.52219009399414,30.44411277770996,210,
2_695_0,50.415061950683594,30.538841247558594,210,
2_695_1,50.51844787597656,30.61829376220703,210,
2_696_0,50.465003967285156,30.599838256835938,210,
2_696_1,50.51300811767578,30.613750457763672,210,
2_738_0,50.421451568603516,30.496570587158203,210,
2_738_1,50.42832946777344,30.465909957885742,210,
2_756_0,50.50617599487305,30.5085506439209,210,
2_756_1,50.518150329589844,30.61814308166504,210,
2_8_0,50.437564849853516,30.526243209838867,210,
2_8_1,50.43595886230469,30.520679473876953,210,
2_827_0,50.43769073486328,30.451194763183594,210,
2_827_1,50.43791198730469,30.450618743896484,210,
2_1_0,50.40011978149414,30.528799057006836,220,
2_1_1,50.40943908691406,30.524944305419922,220,
2_12_0,50.4575309753418,30.487764358520508,220,
2_12_1,50.476863861083984,30.43341064453125,220,
2_14_0,50.4492073059082,30.482349395751953,220,
2_14_1,50.443397521972656,30.480810165405273,220,
2_15_0,50.46119689941406,30.483842849731445,220,
2_15_1,50.49138259887695,30.464078903198242,220,
2_16_0,50.47026824951172,30.461326599121094,220,
2_16_1,50.44942092895508,30.48271942138672,220,
2_21_0,50.47060775756836,30.44224739074707,220,
2_21_1,50.47637939453125,30.428117752075195,220,
2_23_0,50.50556945800781,30.453001022338867,220,
2_23_1,50.51250076293945,30.505645751953125,220,
2_25_0,50.48924255371094,30.49769401550293,220,
2_25_1,50.49961853027344,30.452627182006836,220,
2_26_0,50.50398254394531,30.40679168701172,220,
2_26_1,50.507774353027344,30.408336639404297,220,
2_27_0,50.44129180908203,30.432376861572266,220,
2_27_1,50.48533630371094,30.471534729003906,220,
2_28_0,50.476219177246094,30.475780487060547,220,
2_28_1,50.50041580200195,30.44704246520996,220,
2_29_0,50.49537658691406,30.56245994567871,220,
2_29_1,50.49563217163086,30.588397979736328,220,
2_3_0,50.40666961669922,30.517648696899414,220,
2_3_1,50.39412307739258,30.507850646972656,220,
2_30_0,50.43153381347656,30.472074508666992,220,
2_30_1,50.43331527709961,30.483675003051758,220,
2_31_0,50.516090393066406,30.61697006225586,220,
2_31_1,50.42628860473633,30.459184646606445,220,
2_33_0,50.488285064697266,30.480913162231445,220,
2_33_1,50.52446746826172,30.600568771362305,220,
2_34_0,50.51931381225586,30.45733642578125,220,
2_34_1,50.52302551269531,30.49913215637207,220,
2_35_0,50.49039077758789,30.524539947509766,220,
2_35_1,50.51264572143555,30.50579071044922,220,
2_36_0,50.50706100463867,30.4075870513916,220,
2_36_1,50.43813705444336,30.476091384887695,220,
2_38_0,50.47849655151367,30.617650985717773,220,
2_38_1,50.52288055419922,30.618762969970703,220,
2_40_0,50.42782974243164,30.538454055786133,220,
2_40_1,50.41218948364258,30.549163818359375,220,
2_41_0,50.4622802734375,30.355989456176758,220,
2_41_1,50.463401794433594,30.355575561523438,220,
2_43_0,50.48923873901367,30.40584373474121,220,
2_43_1,50.5073127746582,30.40909194946289,220,
2_44_0,50.426177978515625,30.503660202026367,220,
2_44_1,50.42832946777344,30.465909957885742,220,
2_45_0,50.44485855102539,30.389436721801758,220,
2_45_1,50.437496185302734,30.386577606201172,220,
2_46_0,50.4184455871582,30.4761962890625,220,
2_46_1,50.43928146362305,30.445730209350586,220,
2_47_0,50.439231872558594,30.615304946899414,220,
2_47_1,50.372718811035156,30.462692260742188,220,
2_50_0,50.49597930908203,30.50914764404297,220,
2_50_1,50.522674560546875,30.495454788208008,220,
2_51_0,50.39047622680664,30.46525001525879,220,
2_51_1,50.387996673583984,30.46099090576172,220,
2_54_0,50.45616149902344,30.436065673828125,220,
2_54_1,50.45967102050781,30.405752182006836,220,
2_55_0,50.46119689941406,30.483842849731445,220,
2_55_1,50.522315979003906,30.44430160522461,220,
2_56_0,50.45875549316406,30.404916763305664,220,
2_56_1,50.45561599731445,30.361671447753906,220,
2_58_0,50.44335174560547,30.48051643371582,220,
2_58_1,50.43526840209961,30.472850799560547,220,
2_6_0,50.40679168701172,30.518306732177734,220,
2_6_1,50.378780364990234,30.462406158447266,220,
2_675_0,50.418521881103516,30.54888343811035,220,
2_675_1,50.41218948364258,30.549163818359375,220,
2_676_0,50.47345733642578,30.476839065551758,220,
2_676_1,50.521827697753906,30.445419311523438,220,
2_695_0,50.41549301147461,30.539709091186523,220,
2_695_1,50.516998291015625,30.617490768432617,220,
2_696_0,50.46917724609375,30.5983829498291,220,
2_696_1,50.512855529785156,30.61347770690918,220,
2_738_0,50.420989990234375,30.495656967163086,220,
2_738_1,50.4299201965332,30.46761131286621,220,
2_756_0,50.506011962890625,30.508535385131836,220,
2_756_1,50.516090393066406,30.61697006225586,220,
2_8_0,50.428470611572266,30.537490844726562,220,
2_8_1,50.43593215942383,30.517366409301758,220,
2_827_0,50.43747329711914,30.452014923095703,220,
2_827_1,50.438865661621094,30.44725799560547,220,
2_1_0,50.398475646972656,30.530303955078125,230,
2_1_1,50.40919876098633,30.52553939819336,230,
2_12_0,50.4582405090332,30.486888885498047,230,
2_12_1,50.47665786743164,30.433958053588867,230,
2_14_0,50.449092864990234,30.482471466064453,230,
2_14_1,50.4445915222168,30.48111915588379,230,
2_15_0,50.46277618408203,30.482200622558594,230,
2_15_1,50.49055480957031,30.464994430541992,230,
2_16_0,50.470455169677734,30.465682983398438,230,
2_16_1,50.45073699951172,30.4832763671875,230,
2_21_0,50.47096252441406,30.44158172607422,230,
2_21_1,50.47651290893555,30.429580688476562,230,
2_23_0,50.5053825378418,30.454185485839844,230,
2_23_1,50.51232147216797,30.50475311279297,230,
2_25_0,50.489471435546875,30.497024536132812,230,
2_25_1,50.49887466430664,30.453514099121094,230,
2_26_0,50.50439453125,30.407135009765625,230,
2_26_1,50.50770568847656,30.4078426361084,230,
2_27_0,50.444034576416016,30.443099975585938,230,
2_27_1,50.48482894897461,30.471221923828125,230,
2_28_0,50.47682189941406,30.476205825805664,230,
2_28_1,50.50048065185547,30.44835662841797,230,
2_29_0,50.49538803100586,30.565689086914062,230,
2_29_1,50.49563217163086,30.586645126342773,230,
2_3_0,50.40617752075195,30.517356872558594,230,
2_3_1,50.397457122802734,30.510236740112305,230,
2_30_0,50.43107223510742,30.471799850463867,230,
2_30_1,50.43388748168945,30.48488426208496,230,
2_31_0,50.51449966430664,30.615646362304688,230,
2_31_1,50.42729949951172,30.458309173583984,230,
2_33_0,50.488765716552734,30.484848022460938,230,
2_33_1,50.52385711669922,30.601966857910156,230,
2_34_0,50.519142150878906,30.45807456970215,230,
2_34_1,50.5230712890625,30.498830795288086,230,
2_35_0,50.491886138916016,30.52299690246582,230,
2_35_1,50.512325286865234,30.50453758239746,230,
2_36_0,50.506813049316406,30.4075870513916,230,
2_36_1,50.43904495239258,30.477567672729492,230,
2_38_0,50.48686981201172,30.61199188232422,230,
2_38_1,50.52238082885742,30.619474411010742,230,
2_40_0,50.425418853759766,30.541332244873047,230,
2_40_1,50.414024353027344,30.548988342285156,230,
2_41_0,50.46344757080078,30.355792999267578,230,
2_41_1,50.46212387084961,30.355758666992188,230,
2_43_0,50.49944305419922,30.40584373474121,230,
2_43_1,50.50759506225586,30.408849716186523,230,
2_44_0,50.42572021484375,30.500974655151367,230,
2_44_1,50.429073333740234,30.4666748046875,230,
2_45_0,50.44392776489258,30.389678955078125,230,
2_45_1,50.43746566772461,30.38675308227539,230,
2_46_0,50.42216491699219,30.467641830444336,230,
2_46_1,50.43772506713867,30.451425552368164,230,
2_47_0,50.43801498413086,30.611228942871094,230,
2_47_1,50.374027252197266,30.464651107788086,230,
2_50_0,50.49618148803711,30.5082950592041,230,
2_50_1,50.52252197265625,30.494522094726562,230,
2_51_0,50.39116668701172,30.466508865356445,230,
2_51_1,50.38347625732422,30.45288848876953,230,
2_54_0,50.45670700073242,30.432695388793945,230,
2_54_1,50.45952606201172,30.405752182006836,230,
2_55_0,50.46277618408203,30.482200622558594,230,
2_55_1,50.5221061706543,30.44420623779297,230,
2_56_0,50.45860290527344,30.403776168823242,230,
2_56_1,50.455989837646484,30.367666244506836,230,
2_58_0,50.44221115112305,30.480031967163086,230,
2_58_1,50.43754196166992,30.475069046020508,230,
2_6_0,50.40633010864258,30.517642974853516,230,
2_6_1,50.37873458862305,30.463716506958008,230,
2_675_0,50.41674041748047,30.548906326293945,230,
2_675_1,50.414024353027344,30.548988342285156,230,
2_676_0,50.47402572631836,30.47624397277832,230,
2_676_1,50.52181625366211,30.446083068847656,230,
2_695_0,50.418392181396484,30.54554557800293,230,
2_695_1,50.515350341796875,30.616357803344727,230,
2_696_0,50.471046447753906,30.597747802734375,230,
2_696_1,50.5125617980957,30.613365173339844,230,
2_738_0,50.42068099975586,30.49483871459961,230,
2_738_1,50.431983947753906,30.469676971435547,230,
2_756_0,50.505741119384766,30.508886337280273,230,
2_756_1,50.51449966430664,30.615646362304688,230,
2_8_0,50.424522399902344,30.542261123657227,230,
2_8_1,50.435970306396484,30.51177215576172,230,
2_827_0,50.436805725097656,30.452661514282227,230,
2_827_1,50.43929672241211,30.446075439453125,230,
2_1_0,50.39731979370117,30.53104591369629,240,
2_1_1,50.40907287597656,30.526050567626953,240,
2_12_0,50.46022033691406,30.484947204589844,240,
2_12_1,50.475250244140625,30.43601417541504,240,
2_14_0,50.44473648071289,30.480918884277344,240,
2_14_1,50.4455451965332,30.48135757446289,240,
2_15_0,50.46609115600586,30.475101470947266,240,
2_15_1,50.48869323730469,30.468032836914062,240,
2_16_0,50.46763229370117,30.471914291381836,240,
2_16_1,50.45120620727539,30.483461380004883,240,
2_21_0,50.47196960449219,30.440357208251953,240,
2_21_1,50.476810455322266,30.431163787841797,240,
2_23_0,50.50490188598633,30.456012725830078,240,
2_23_1,50.51232147216797,30.50301742553711,240,
2_25_0,50.48939514160156,30.495710372924805,240,
2_25_1,50.49815368652344,30.454431533813477,240,
2_26_0,50.50669860839844,30.40827178955078,240,
2_26_1,50.50729751586914,30.407564163208008,240,
2_27_0,50.444026947021484,30.443439483642578,240,
2_27_1,50.48403549194336,30.470561981201172,240,
2_28_0,50.47761154174805,30.47698211669922,240,
2_28_1,50.500511169433594,30.4494686126709,240,
2_29_0,50.495357513427734,30.57131576538086,240,
2_29_1,50.49563980102539,30.58439064025879,240,
2_3_0,50.405372619628906,30.516826629638672,240,
2_3_1,50.39946746826172,30.512619018554688,240,
2_30_0,50.428428649902344,30.47472381591797,240,
2_30_1,50.435550689697266,30.48823356628418,240,
2_31_0,50.513187408447266,30.61439323425293,240,
2_31_1,50.431434631347656,30.455339431762695,240,
2_33_0,50.48896408081055,30.486902236938477,240,
2_33_1,50.52365493774414,30.60301399230957,240,
2_34_0,50.518245697021484,30.461933135986328,240,
2_34_1,50.52289962768555,30.498350143432617,240,
2_35_0,50.49333572387695,30.521509170532227,240,
2_35_1,50.5124397277832,30.49982452392578,240,
2_36_0,50.50412368774414,30.40640640258789,240,
2_36_1,50.43989562988281,30.478620529174805,240,
2_38_0,50.488582611083984,30.61082649230957,240,
2_38_1,50.520809173583984,30.619091033935547,240,
2_40_0,50.424808502197266,30.542001724243164,240,
2_40_1,50.41687774658203,30.549015045166016,240,
2_41_0,50.46462631225586,30.355697631835938,240,
2_41_1,50.46060562133789,30.356008529663086,240,
2_43_0,50.50168228149414,30.405912399291992,240,
2_43_1,50.50775146484375,30.408456802368164,240,
2_44_0,50.425445556640625,30.500173568725586,240,
2_44_1,50.430458068847656,30.46807861328125,240,
2_45_0,50.44384002685547,30.38962745666504,240,
2_45_1,50.43704605102539,30.387081146240234,240,
2_46_0,50.4240837097168,30.46320343017578,240,
2_46_1,50.437171936035156,30.45245933532715,240,
2_47_0,50.43726348876953,30.60896110534668,240,
2_47_1,50.37434387207031,30.465126037597656,240,
2_50_0,50.496681213378906,30.507287979125977,240,
2_50_1,50.52223587036133,30.49373435974121,240,
2_51_0,50.391578674316406,30.467788696289062,240,
2_51_1,50.382415771484375,30.452526092529297,240,
2_54_0,50.458187103271484,30.423524856567383,240,
2_54_1,50.459205627441406,30.405555725097656,240,
2_55_0,50.46609115600586,30.475101470947266,240,
2_55_1,50.5219841003418,30.444660186767578,240,
2_56_0,50.45854187011719,30.40201759338379,240,
2_56_1,50.45646286010742,30.375003814697266,240,
2_58_0,50.44131088256836,30.479658126831055,240,
2_58_1,50.43815994262695,30.476158142089844,240,
2_6_0,50.405731201171875,30.517038345336914,240,
2_6_1,50.37861251831055,30.464704513549805,240,
2_675_0,50.414268493652344,30.54885482788086,240,
2_675_1,50.41687774658203,30.549015045166016,240,
2_676_0,50.4744873046875,30.475805282592773,240,
2_676_1,50.52103042602539,30.44766616821289,240,
2_695_0,50.418941497802734,30.546607971191406,240,
2_695_1,50.51471710205078,30.61575698852539,240,
2_696_0,50.471458435058594,30.59776496887207,240,
2_696_1,50.51211929321289,30.613323211669922,240,
2_738_0,50.42054748535156,30.4942569732666,240,
2_738_1,50.4311408996582,30.471824645996094,240,
2_756_0,50.505638122558594,30.509647369384766,240,
2_756_1,50.513187408447266,30.61439323425293,240,
2_8_0,50.42379379272461,30.542165756225586,240,
2_8_1,50.43601608276367,30.50943946838379,240,
2_827_0,50.432010650634766,30.454837799072266,240,
2_827_1,50.439727783203125,30.445261001586914,240,
2_1_0,50.39615249633789,30.531333923339844,250,
2_1_1,50.409114837646484,30.52654266357422,250,
2_12_0,50.461788177490234,30.483253479003906,250,
2_12_1,50.47491455078125,30.43711280822754,250,
2_14_0,50.44419479370117,30.480693817138672,250,
2_14_1,50.4470100402832,30.48189926147461,250,
2_15_0,50.46787643432617,30.47353744506836,250,
2_15_1,50.48583984375,30.472885131835938,250,
2_16_0,50.46696853637695,30.473012924194336,250,
2_16_1,50.45743942260742,30.48589324951172,250,
2_21_0,50.47230529785156,30.439842224121094,250,
2_21_1,50.477027893066406,30.43214225769043,250,
2_23_0,50.50476837158203,30.457141876220703,250,
2_23_1,50.51233673095703,30.5009765625,250,
2_25_0,50.489173889160156,30.490983963012695,250,
2_25_1,50.49690628051758,30.456037521362305,250,
2_26_0,50.50691604614258,30.408937454223633,250,
2_26_1,50.50667190551758,30.40745735168457,250,
2_27_0,50.44394302368164,30.443618774414062,250,
2_27_1,50.483489990234375,30.46941375732422,250,
2_28_0,50.478111267089844,30.4771728515625,250,
2_28_1,50.50053787231445,30.450990676879883,250,
2_29_0,50.495338439941406,30.582021713256836,250,
2_29_1,50.49561309814453,30.582944869995117,250,
2_3_0,50.404815673828125,30.51643943786621,250,
2_3_1,50.40228271484375,30.51566505432129,250,
2_30_0,50.4277458190918,30.4754638671875,250,
2_30_1,50.43658447265625,30.49021339416504,250,
2_31_0,50.513038635253906,30.614032745361328,250,
2_31_1,50.43479919433594,30.453838348388672,250,
2_33_0,50.48906326293945,30.48885726928711,250,
2_33_1,50.52341842651367,30.608652114868164,250,
2_34_0,50.517887115478516,30.46355438232422,250,
2_34_1,50.52277374267578,30.498149871826172,250,
2_35_0,50.494083404541016,30.52077293395996,250,
2_35_1,50.512577056884766,30.499345779418945,250,
2_36_0,50.50381088256836,30.40653419494629,250,
2_36_1,50.44075393676758,30.479408264160156,250,
2_38_0,50.4899787902832,30.610109329223633,250,
2_38_1,50.51945114135742,30.61872100830078,250,
2_40_0,50.42442321777344,30.54224395751953,250,
2_40_1,50.41837692260742,30.549015045166016,250,
2_41_0,50.464717864990234,30.355846405029297,250,
2_41_1,50.45944595336914,30.356212615966797,250,
2_43_0,50.50666427612305,30.408323287963867,250,
2_43_1,50.507667541503906,30.407787322998047,250,
2_44_0,50.425174713134766,30.49967384338379,250,
2_44_1,50.431983947753906,30.469676971435547,250,
2_45_0,50.44341278076172,30.388158798217773,250,
2_45_1,50.43680191040039,30.38728904724121,250,
2_46_0,50.42534637451172,30.46027946472168,250,
2_46_1,50.43532180786133,30.453298568725586,250,
2_47_0,50.43608093261719,30.606115341186523,250,
2_47_1,50.37494659423828,30.466026306152344,250,
2_50_0,50.49772644042969,30.506206512451172,250,
2_50_1,50.518367767333984,30.490089416503906,250,
2_51_0,50.391849517822266,30.469234466552734,250,
2_51_1,50.37874984741211,30.457687377929688,250,
2_54_0,50.45896530151367,30.41902732849121,250,
2_54_1,50.45887756347656,30.40511131286621,250,
2_55_0,50.46787643432617,30.47353744506836,250,
2_55_1,50.521751403808594,30.446063995361328,250,
2_56_0,50.458351135253906,30.401378631591797,250,
2_56_1,50.456912994384766,30.381324768066406,250,
