route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_url,route_color,route_text_color
2_41,31725604,39,Вулиця Чорнобильська - Проспект Леся Курбаса,Тролейбус розпочинає рух із вул. Зодчих рухається поруч із ст. м. «Академмістечко» до вул. Чорнобильської. Тривалість маршруту 18 хв. Частота відправлення тролейбусів 24 хв.,11,https://kpt.kyiv.ua/schedule/trolley/39,,
2_43,31725604,4,проспект Свободи - Станція метро «Площа Українських Героїв»,"Тролейбус розпочинає рух із просп. Свободи, рухається поруч з  ст.м.  «Нивки», ст.м.  «Берестейська», ст.м.  «Шулявська», ст.м.  «Політехнічний інститут», ст.м.  «Університет» до ст.м.  «Площа Українських Героїв». Тривалість маршруту 52 хв. Частота відправлення тролейбусів 19-27 хв.",11,https://kpt.kyiv.ua/schedule/trolley/4,,
2_44,31725604,40,Вулиця Кадетський Гай - Станція метро «Палац Спорту»,"Тролейбус розпочинає рух із вул. Кадетський Гай, рухається поруч із ст. м. «Олімпійська» до  ст.м. «Палац спорту». Тривалість маршруту 38 хв. Частота відправлення тролейбусів 12-17 хв.",11,https://kpt.kyiv.ua/schedule/trolley/40,,
2_45,31725604,41,Вулиця Тулузи - Станція метро «Святошин»,Тролейбус розпочинає рух із ст.м. «Святошин»та  прибуває до вул. Тулузи. Тривалість маршруту 19 хв. Частота відправлення тролейбусів  10-24 хв.,11,https://kpt.kyiv.ua/schedule/trolley/41,,
2_46,31725604,42,Вулиця Ольжича - Станція метро «Либідська»,"Тролейбус розпочинає рух із вул. Ольжича, рухається поруч із ст.м. «Дорогожичі», ст. м. «Шулявська», залізничною ст. Караваєві Дачі до ст. м. «Либідська». Тривалість маршруту 54 хв. Частота відправлення тролейбусів 22 хв.",11,https://kpt.kyiv.ua/schedule/trolley/42,,
2_47,31725604,43,Кібернетичний  центр - Площа Дарницька,"Тролейбус розпочинає рух із пл. Дарницької, рухається поруч із ст.м. «Звіринецька», ст.м. «Либідська», ст. м. «Деміївська», ст. м. Голосіївська»,ст. м. «Виставковий центр», ст. м. «Теремки» до Кібернетичного центру. Тривалість маршруту 51 хв. Частота відправлення тролейбусів 12-17 хв.",11,https://kpt.kyiv.ua/schedule/trolley/43,,
2_50,31725604,44,Вулиця Північна - просп. Степана Банденри,"Тролейбус розпочинає рух із вул. Північної, рухається поруч із ст. м. «Героїв Дніпра», ст. м. «Оболонь» до просп. Степана Бандери. Тривалість маршруту 30 хв. Частота відправлення тролейбусів 17-35 хв.",11,https://kpt.kyiv.ua/schedule/trolley/44,,
2_51,31725604,45,Станція метро  «Васильківська» - Станція метро «Виставковий центр»,"Тролейбус розпочинає рух із ст.м. «Виставковий центр», рухається поруч із автостанцією «Південна» до ст. м. «Вастильківська». Тривалість маршруту 23 хв. Частота відправлення тролейбусів 15-30 хв.",11,https://kpt.kyiv.ua/schedule/trolley/45,,
2_54,31725604,5,Вулиця Білицька - Станція метро «Площа  Українських Героїв»,"Тролейбус розпочинає рух із вул. Білицької, рухається поруч з  ст.м.  «Нивки», ст.м.  «Берестейська», ст.м.  «Шулявська», ст.м.  «Політехнічний інститут», ст.м.  «Університет» до ст.м.  «Площа Українських Героїв». Тривалість маршруту 45 хв. Частота відправлення тролейбусів 18-28 хв.",11,https://kpt.kyiv.ua/schedule/trolley/5,,
2_55,31725604,6,Мінський масив - Майдан Незалежності,"Тролейбус розпочинає рух із Мінського масиву, рухається поруч з  ст. міської електрички «Пріорка», ст.м.  «Лук'янівська» та прибуває до Майдану Незалежності. Тривалість маршруту 58 хв. Частота відправлення тролейбусів 24-31 хв.",11,https://kpt.kyiv.ua/schedule/trolley/6,,
2_56,31725604,7,Вулиця Чорнобильська - Станція метро «Площа Українських Героїв»,"Тролейбус розпочинає рух із вул. Чорнобильської, рухається поруч із ст.м.  «Житомирська», ст. м. «Святошин», ст.м.  «Нивки», ст.м.  «Берестейська», ст.м.  «Шулявська», ст.м.  «Політехнічний інститут», ст.м.  «Університет» до ст.м.  «Площа Українських Героїв». Тривалість маршруту 46 хв. Частота відправлення тролейбусів 18-28 хв.",11,https://kpt.kyiv.ua/schedule/trolley/7,,
2_58,31725604,8,Вулиця Смілянська - Станція метро «Площа Українських Героїв»,"Тролейбус розпочинає рух із вул. Смілянської, рухається поруч з  ст.м.  «Університет» до ст.м. «Площа Українських Героїв». Тривалість маршруту 38 хв. Частота відправлення тролейбусів 12-22 хв.",11,https://kpt.kyiv.ua/schedule/trolley/8,,
2_6,31725604,12,Станція метро  «Васильківська» - Залізничний вокзал Центральний,"Тролейбус розпочинає рух із залізничного вокзалу Центральний, рухається центром міста поруч із ст. м.«Олімпійська», ст. м.«Палац Україна»,                                   ст. м.«Либідська», ст.м. «Деміївська», ст. м. «Голосіївська», ст. м. «Виставковий центр», ст. м. «Іподром» до ст.м. «Васильківська» . Тривалість маршруту 62 хв. Частота відправлення тролейбусів 13-23 хв.",11,https://kpt.kyiv.ua/schedule/trolley/12,,
2_675,31725604,15,Станція метро «Видубичі» - Станція метро «Палац Спорту»,"Тролейбус розпочинає рух із ст. м. «Видубичі», рухається поруч із ст. м. «Печерська» до ст. м. «Палац спорту». Тривалість маршруту 26 хв. Частота відправлення тролейбусів 27-53 хв.",11,https://kpt.kyiv.ua/schedule/trolley/15,,
2_676,31725604,33,Мінський масив - Залізничний вокзал Південний,"Тролейбус розпочинає рух із Мінського масиву, рухається поруч з  ст. міської електрички «Пріорка», ст.м.  «Лук'янівська» та прибуває до залізничного вокзалу Південний. Тривалість маршруту 57 хв. Частота відправлення тролейбусів 24-39 хв.",11,https://kpt.kyiv.ua/schedule/trolley/33,,
2_695,31725604,50,Вулиця Милославська - Станція метро «Либідська»,,11,,,
2_696,31725604,50к,Вулиця Милославська - Дарницька пл.,"Тролейбус розпочинає рух із вул. Милославської, рухається поруч із залізничною ст. Микільська Слобідка  та прибуває до ст.м. «Дарниця». Тривалість маршруту 33 хв. Частота відправлення тролейбусів 10-20 хв.",11,https://kpt.kyiv.ua/schedule/trolley/50%25D0%25BA,,
2_738,31725604,40к,Вулиця Кадетський Гай - Вулиця Жилянська,"Тролейбус розпочинає рух із вул. Кадетський Гай, рухається поруч із ст. м. «Олімпійська» до  вул. Жилянської. Тривалість маршруту 38 хв. Частота відправлення тролейбусів 20 хв.",11,https://kpt.kyiv.ua/schedule/trolley/40%25D0%25BA,,
2_756,31725604,47,Вулиця Милославська - Станція метро «Мінська»,"Тролейбус розпочинає рух із вул. Милославської, рухається поруч із ст. швидкісного трамваю  «Романа Шухевича» до ст. м. «Мінська». Тривалість маршруту 42 хв. Частота відправлення тролейбусів 30 хв.",11,https://kpt.kyiv.ua/schedule/trolley/47,,
2_8,31725604,14,Ботанічний сад - Залізничний вокзал Центральний,"Тролейбус розпочинає рух від Ботанічного саду, рухається поруч з ст. м. «Печерська», ст. м. «Палац спорту» до залізничного вокзалу Центральний. Тривалість маршруту 32 хв. Частота відправлення тролейбусів 12-25 хв.",11,https://kpt.kyiv.ua/schedule/trolley/14,,
2_827,31725604,22к,Кадетський Гай - Вулиця Ольжича,"Тролейбус розпочинає рух із вул. Олега Ольжича, рухається поруч із ст. м. «Дорогожичі»,  ст. м. «Шулявська»,  зал. станцією Караваєві Дачі до вул. Кадетський Гай. Тривалість маршруту 36 хв. Частота відправлення тролейбусів 23 -38 хв.",11,https://kpt.kyiv.ua/schedule/trolley/22%25D0%25BA,,
2_842,31725604,9к,Кадетський Гай - Станція метро «Палац спорту»,"Тролейбус розпочинає рух із вул. Кадетський Гай, рухається поруч з  зал. вокзалом «Південний» до ст.м.  «Палац спорту». Тривалість маршруту 37 в. Частота відправлення тролейбусів 27-40 хв.",11,https://kpt.kyiv.ua/schedule/trolley/9%25D0%25BA,,
3_1,31725604,11д,Станція метро «Лісова» - Дачне містечко «Сосновий Бор»,Автобус розпочинає рух із ст.м.  «Лісова» та прибуває до Дачного містечка «Сосновий Бор». Тривалість маршруту 26 хв. Частота відправлення автобусів 55 хв. в години пік.,3,https://kpt.kyiv.ua/schedule/bus/11%D0%B4,,
3_100,31725604,49,Станція метро «Лівобережна»  - Залізнична платформа «Лівий Берег»,Автобус розпочинає рух із ст.м. «Лівобережна» та прибуває до станції міської електрички «Березняки». Тривалість маршруту 27 хв. Частота відправлення автобусів 30 хв.,3,https://kpt.kyiv.ua/schedule/bus/49,,
3_101,31725604,5,Вулиця Ізюмська - Залізничний  вокзал Центральний,"Автобус розпочинає рух із вул. Ізюмської, рухається поруч ст.м. «Олімпійська» та прибуває  до залізничного вокзалу Центральний. Тривалість маршруту 29 хв. Частота відправлення автобусів 65 хв.",3,https://kpt.kyiv.ua/schedule/bus/5,,
3_105,31725604,51,Станція метро «Либідська» - Станція метро «Червоний хутір»,"Автобус розпочинає рух із ст.м. «Червоний Хутір», рухається поруч з  залізничним вокзалом  «Дарниця», ст. м. «Звіринецька», до ст.м. «Либідьська». Тривалість маршруту 53 хв. Частота відправлення автобусів 18-31 хв.",3,https://kpt.kyiv.ua/schedule/bus/51,,
3_107,31725604,52,Станцічя метро «Либiдська» - Вулиця Закарпатська,Автобус розпочинає рух із вул. Закарпатської  та прибуває до ст.м. «Либідська». Тривалість маршруту  28 хв. Частота відправлення автобусів 60 хв.,3,https://kpt.kyiv.ua/schedule/bus/52,,
3_108,31725604,53,Станція метро «Контрактова площа» - Рибальський півострів,Автобус розпочинає рух із Рибальського півострова та прибуває до ст.м. «Контрактова площа». Тривалість маршруту  23 хв. Частота відправлення автобусів 25 хв.,3,https://kpt.kyiv.ua/schedule/bus/53,,
3_109,31725604,54,Станція метро «Видубичі» - Площа Михайла Співака (вул. Покільська),Автобус розпочинає рух із ст.м. «Видубичі»  та прибуває до вул. Покільської  (пл. Михайла Співака). Тривалість маршруту  6 хв. Частота відправлення автобусів 30 хв.,3,https://kpt.kyiv.ua/schedule/bus/54,,
3_111,31725604,55,Станція метро Дарниця - Станція метро «Палац спорту»,"Автобус розпочина рух із ст.м. «Дарниця», рухається поруч із ст. м. «Арсенальна» до ст.м. «Палац спорту». Тривалість маршруту 54 хв. Частота відправлення автобусів 16-31 хв.",3,https://kpt.kyiv.ua/schedule/bus/55,,
3_113,31725604,56,Станція метро «Виставковий центр» - Проспект Палладіна,"Автобус розпочинає рух із ст.м. «Виставковий центр», рухається поруч із ст.м. «Іподром», ст.м. «Академмістечко» до просп. Паладіна (Гіпермаркет). Тривалість маршруту 52 хв.",3,https://kpt.kyiv.ua/schedule/bus/56,,
3_115,31725604,57,,Автобус розпочинає рух із ст.м. «Академмістечко» та прибуває  до Авторинка «Чапаєвка». Тривалість маршруту 60 хв. Частота відправлення автобусів 25-42 хв.,3,https://kpt.kyiv.ua/schedule/bus/57,,
3_12,31725604,108,Вулиця Митрополита А. Шептицького - Станція метро «Харківська»,"Автобус розпочинає рух із ст.м. «Харківська», рухається поруч із станцією міської електрички «Березняки», ст.м. «Лівобережна» до вул. Метрополита Андрія Шептицького. Тривалість  маршруту 49 хв. Частота відправлення автобусів 26-35 хв.",3,https://kpt.kyiv.ua/schedule/bus/108,,
3_120,31725604,6,Площа Дарницька - Вулиця Милославська,"Автобус розпочинає рух із вул. Милославської, рухається поруч із ст.м.« Чернігівська» та прибуває до площі Дарницької. Тривалість маршруту 50 хв. Частота відправлення автобусів 40-53 хв.",3,https://kpt.kyiv.ua/schedule/bus/6,,
3_124,31725604,63,Станція метро «Червоний хутір» - масив Лісовий,"Автобус розпочинає рух із вул. Космонавта Поповича, рухається поруч ст.м. «Чернігівська», залізничним вокзалом Дарниця  до ст.м. «Червоний Хутір». Тривалість маршруту 57 хв. Частота відправлення автобусів 18-31 хв.",3,https://kpt.kyiv.ua/schedule/bus/63,,
3_127,31725604,69,Вулиця Литвиненко-Вольгемут - Станція метро «Палац спорту»,"Автобус ропочинає рух із вул. Литвиненко-Вольгемут, рухається поруч із залізничною станцією «Караваєві дачі», Національним спортивним комплексом  «Олімпійський» до ст.м. «Палац спотру». Тривалість маршруту 57 хв. Частота відправлення автобусів 15-30 хв.",3,https://kpt.kyiv.ua/schedule/bus/69,,
3_129,31725604,7,Залізничний вокзал Центральний - Львівська площа,Автобус розпочинає рух із залізничного вокзалу Центральний та рухається  до Львівської площі. Тривалість маршруту 13 хв. Частота відправлення автобусів 30-35 хв.,3,https://kpt.kyiv.ua/schedule/bus/7,,
3_13,31725604,11,Станція метро «Лісова»  -  Радіоцентр (селище Биківня),Автобус розпочинає рух із ст.м. «Лісова» та прибуває до Радіоцентру. Тривалість маршруту 16 хв. Частота відправлення автобусів 18-20 хв.,3,https://kpt.kyiv.ua/schedule/bus/11,,
3_133,31725604,72,Проспект Свободи - м-в Синьоозерний,Автобус розпочинає рух із просп. Свободи та прибуває до ст.м. «Контрактова площа». Тривалість маршруту 42 хв. Частота відправлення автобусів 27-40 хв.,3,https://kpt.kyiv.ua/schedule/bus/72,,
3_135,31725604,73,Станція метро «Героїв Дніпра» - Вулиця Милославська,"Автобус розпочинає рух із вул. Милославської, рухається поруч із станціями швидкісного трамваю: «Сержа Лифаря», «Рональда Рейгана», «Каштанова», «Романа Шухевича», ст.м. «Оболонь», ст.м. «Мінська» до ст.м. «Героїв Дніпра». Тривалість маршруту 47 хв. Частота відправлення автобусів 21-26 хв.",3,https://kpt.kyiv.ua/schedule/bus/73,,
3_14,31725604,111,площа Дарницька - площа Українських Героїв,"Автобус розпочинає рух із площі Дарницької, рухається поруч ст.м. «Лівобережна», ст.м. «Поштова площа», ст.м. «Майдан Незалежності» та ст.м. «Хрещатик» до ст.м. «Площа Українських Героїв». Тривалість  маршруту 55 хв.Частота відправлення автобусів 24-39хв.",3,https://kpt.kyiv.ua/schedule/bus/111,,
3_140,31725604,75,Станція метро «Виставковий центр» - Вулиця Московська (селище Жуляни),"Автобус розпочинає рух із вул. Григорія Гуляницького, рухається поруч із ст.м. «Іподром» до ст.м. «Виставковий центр». Тривалість маршруту 35 хв. Частота відправлення автобусів 60хв.",3,https://kpt.kyiv.ua/schedule/bus/75,,
3_142,31725604,77,Вулиця Остафія Дашкевича - Лісове кладовище,Автобус розпочинає рух із вул. Остафія Дашкевича  та прибуває до Лісового кладовища. Тривалість маршруту 10 хв. Частота відправлення автобусів 30 хв.,3,https://kpt.kyiv.ua/schedule/bus/77,,
3_15,31725604,17,Станція метро «Харківська» - Вулиця Драгоманова,Автобус розпочинає рух із ст.м. «Харківська» та прибуває  до вул. Драгоманова. Тривалість маршруту 14 хв. Частота відправлення автобусів 10-30 хв.,3,https://kpt.kyiv.ua/schedule/bus/17,,
3_150,31725604,78,Станція метро «Васильківська» - Севастопольська площа,Автобус розпочинає рух із ст.м. «Васильківська» та прибуває до Районної адміністрації. Тривалість маршруту  33 хв. Частота відправленя автобусів 40-80 хв.,3,https://kpt.kyiv.ua/schedule/bus/78,,
3_151,31725604,79,Станція метро «Лісова» - Вулиця Каштанова,Автобус розпочинає рух із вул. Каштанової та прибуває до ст.м. «Лісова». Тривалість маршруту 37 хв. Частота відправлення автобусів 40 хв.,3,https://kpt.kyiv.ua/schedule/bus/79,,
3_161,31725604,81,Станція метро «Лісова» - Лісовий масив,Автобус розпочинає рух із масиву Лісового та прибуває до ст.м. «Лісова». Тривалість маршруту  18 хв. Частота відправлення автобусів 16-32 хв.,3,https://kpt.kyiv.ua/schedule/bus/81,,
3_166,31725604,87,Станція метро «Осокорки» - Вулиця Митрополита А. Шептицького,"Автобус розпочинає рух із вул. Метрополита Андрія Шептицького, рухається поруч із ст.м. «Лівобережна», станцією міської електрички «Березняки» до ст.м. «Осокорки». Тривалість маршруту 33 хв. Частота відправлення автобусів 19-37 хв.",3,https://kpt.kyiv.ua/schedule/bus/87,,
3_170,31725604,9,Вулиця Булгакова - Станція метро «Лук’янівська»,"Автобус розпочинає рух із вул. Вахтанга Кікабідзе, рухається поруч із  ст. м. «Берестейська» та прибуває  до ст.м. «Лук'янівська». Тривалість маршруту 49 хв. Частота відправлення автобусів 28-55 хв.",3,https://kpt.kyiv.ua/schedule/bus/9,,
3_171,31725604,90,Площа В. Марченка - Вулиця Григоровича-Барського,"Автобус розпочинає рух із пл. Валерія Марченка, рухається поруч із лінією швикісного трамваю, станціями: «Жуля Верна», «Гната Юри» та ст.м. «Святошин» до вул. Григоровича-Барського. Тривалість маршруту 44 хв. Частота відправлення автобусів 32 хв.",3,https://kpt.kyiv.ua/schedule/bus/90,,
3_172,31725604,91,Станція метро «Голосіївська» - Вулиця А. Ахматової,"Автобус розпочинає рух із вул. Анни Ахматової, рухається поруч із ст.м. «Харківська», ст.м. «Позняки», ст.м. «Осокорки», ст.м. «Славутич», ст.м. «Деміївська» до ст.м.  «Голосіївська». Тривалість  маршруту 34 хв. Частота відправлення автобусів 18-35хв.",3,https://kpt.kyiv.ua/schedule/bus/91,,
3_177,31725604,95,Микільська Слобідка - Залізнична платформа «Лівий Берег»,"Автобус розпочинає рух із станції міської електрички «Березняки», рухається поруч із  ст.м.  «Лівобережна» до житлового масиву «Микільська Слобідка. Тривалість маршруту 27 хв. Частота відправлення автобусів 30 хв.",3,https://kpt.kyiv.ua/schedule/bus/95,,
3_178,31725604,97,Станція метро «Святошин» - Житловий масив Новобіличі,"Автобус розпочинає рух із масиву «Новобіличі» (ринок), рухається поруч ст.м. «Академмістечко» до ст.м. «Святошин». Тривалість маршруту  35 хв. Часстота відпправлення автобусів 35 хв.",3,https://kpt.kyiv.ua/schedule/bus/97,,
3_179,31725604,97к,Вулиця Академіка Єфремова - Житловий масив Новобіличі,"Автобус розпочинає рух із масиву «Новобіличі» (ринок), рухається поруч ст.м. «Академмістечко» до вул. Чорнобильської. Тривалість маршруту 25 хв. Частота відправлення автобусів 27 хв.",3,https://kpt.kyiv.ua/schedule/bus/97%D0%BA,,
3_18,31725604,119,Вулиця В. Касіяна - Контрактова площа,"Автобус розпочинає рух із  вул. Василя Касіяна, рухається поруч ст.м. «Васильківська», їде по прос. Валерія Лобановського та прос. Повітряних Сил до Контрактової площі (ст. м. «Контрактова пл»). Тривалість  маршруту 68 хв. Частота відправлення автобусів 23-35хв.",3,https://kpt.kyiv.ua/schedule/bus/119,,
3_180,31725604,98,Вулиця Милославська (Вулиця Радунська)  - ТЕЦ-6 (Вулиця Пухівська),"Автобус розпочинає рух із вул. Милославської, рухається поруч із станціями швидкісного трамваю: «Олександри Екстер», «Сержа Лифаря» до ТЕЦ 6. Тривалість  маршруту 25 хв. Частота відправлення автобусів 60 хв.",3,https://kpt.kyiv.ua/schedule/bus/98,,
3_189,31725604,99,Мінський проспект - Станція метро «Мінська»,Автобус розпочинає рух із просп. Литовського (Мінський масив) та прибуває до ст.м. «Мінська». Тривалість маршруту 22 хв. Частота відправлення автобусів 5-8 хв.,3,https://kpt.kyiv.ua/schedule/bus/99,,
3_20,31725604,12,Вулиця Ізюмська - Залізничний вокзал Південний,Автобус розпочинає рух із вул. Ізюмської та прибуває до залізничного вокзалу Південний. Тривалість маршруту 28 хв. Частота відправлення автобусів 33 хв.,3,https://kpt.kyiv.ua/schedule/bus/12,,
3_21,31725604,24,Музей історії України у Другій світовій війні - Залізничний вокзал Центральний,"Автобус розпочинає рух із Музею історії України у Другій світовій війні, рухається поруч із ст. м. «Кловська», ст. м. «Університет» до Залізничного вокзалу Центральний. Тривалість маршруту 32 хв. Частота відправлення автобусів 25-38 хв.",3,https://kpt.kyiv.ua/schedule/bus/24,,
3_25,31725604,14,Станція метро «Нивки» - Лісорозсадник,Автобус розпочинає рух із Лісорозсадника та прибуває до ст.м. «Нивки». Тривалість маршруту 25 хв. Частота відправлення автобусів 25-50 хв.,3,https://kpt.kyiv.ua/schedule/bus/14,,
3_281,31725604,25,,"Автобус розпочинає рух із залізничної станції «Київ-Волинський», рухається поруч із ст.м. «Арсенальна» до Музею історії України у Другій світовій війні. Тривалість  маршруту 63 хв. Частота відправлення автобусів 19-30хв.",3,https://kpt.kyiv.ua/schedule/bus/25,,
3_3,31725604,10,"Станція меро ""Лісова"" - селище Рибне",Автобус розпочинає рух із селище Рибне  та прибуває до ст. м. «Лісова». Тривалість маршруту 28 хв. Частота відправлення автобусів 60 хв.,3,https://kpt.kyiv.ua/schedule/bus/10,,
3_304,31725604,62,Ботанічний сад - Контрактова пл.,"Автобус розпочинає руз із Ботанічного саду, рухається поруч ст.м. «Печерська», ст.м. «Арсенальна», ст.м. «Кловська», ст.м. «Поштова площа» до Контрактової площі (ст.м. «Контрактова площа»). Тривалість маршруту 42 хв. Частота відправлення автобусів 30 хв.",3,https://kpt.kyiv.ua/schedule/bus/62,,
3_309,31725604,115,Залізничний вокзал Дарниця  - Контрактова площа,"Автобус розпочинає рух від зупинки «Будинку культури»,  рухається поруч із  залізничним вокзалом «Дарниця» до ст. м. «Контрактова площа». Тривалість маршруту 43 хв.Частота відправлення автобусів 19 -24хв.",3,https://kpt.kyiv.ua/schedule/bus/115,,
