name,geometry
Святошинське кладовище,POINT (30.3583145 50.4482358)
"Станція метро ""Театральна""",POINT (30.518743 50.4450724)
"Станція метро ""Театральна""",POINT (30.5174888 50.4454641)
Деміївський ринок,POINT (30.5176766 50.4105799)
пл. Наводницька,POINT (30.5616169 50.425118)
Редутний провулок,POINT (30.554637 50.4267379)
АЗС,POINT (30.5596143 50.3971658)
АЗС,POINT (30.55918 50.3969896)
Вул. Будіндустрії,POINT (30.5665894 50.4032318)
Вул. Соловцова,POINT (30.558764 50.4043345)
Вул. Звіринецька,POINT (30.5549198 50.4062235)
вулиця Володимира Короткевича,POINT (30.5543505 50.4094902)
Вул. Тимірязєвська,POINT (30.5574055 50.4117384)
Садово-Ботанічний провулок,POINT (30.5586071 50.4073791)
АЗС (на вимогу),POINT (30.3835259 50.4916605)
АТП 5,POINT (30.3885537 50.4896861)
Контрактова площа,POINT (30.5174746 50.4646527)
Житнiй ринок,POINT (30.5099627 50.4649262)
Площа Шевченка,POINT (30.4512553 50.5206169)
Проспект Литовський,POINT (30.450415 50.5205776)
КП,POINT (30.3637138 50.5153453)
"Станція метро ""Оболонь""",POINT (30.4960084 50.5015931)
Вул. Кавказька,POINT (30.4814554 50.4288618)
Вул. Кавказька,POINT (30.4805978 50.4288157)
Вул. Христини Сушко,POINT (30.3380783 50.463731)
Вул. Христини Сушко,POINT (30.3374036 50.4635827)
Гіпермаркет,POINT (30.3649315 50.4951943)
вул. Щекавицька,POINT (30.5093577 50.4682096)
вул. Щекавицька,POINT (30.5098848 50.4686779)
Вул. Зодчих,POINT (30.3686168 50.4240505)
Печерський міст,POINT (30.547217 50.4204519)
Мікрорайон Віта-Литовська,POINT (30.562256 50.3242686)
"ФК ""Динамо""",POINT (30.5643699 50.3195548)
Площа Сантьяго-де-Чилі,POINT (30.5107495 50.5051098)
Тарний склад,POINT (30.5326493 50.4808354)
Автостоянка,POINT (30.5721676 50.38632)
Вул. Промислова,POINT (30.5649606 50.3899233)
Вул. Промислова,POINT (30.5649881 50.3900661)
Міський центр надання адміністративних послуг,POINT (30.6110606 50.4066063)
"ПАТ ""Осокор""",POINT (30.6008938 50.4097169)
"ПАТ ""Осокор""",POINT (30.6014255 50.4097632)
вул. Верхній Вал,POINT (30.5152933 50.4678104)
Вул. Гродненська,POINT (30.6449879 50.4359458)
Автобусний парк,POINT (30.6332089 50.4407238)
Вул. Княгині Інгігерди,POINT (30.6423556 50.4374737)
Вул. Азербайджанська,POINT (30.6399245 50.4388873)
вул. Волоська,POINT (30.5171834 50.4690555)
вул. Набережно-Хрещатицька,POINT (30.5188153 50.4700727)
"""ПЧУ""",POINT (30.4990925 50.4822641)
Вул. Ярославська,POINT (30.5199796 50.4719936)
Берегова база,POINT (30.5210468 50.4826605)
Пров. Електриків,POINT (30.5111483 50.4832094)
Вул. Липківського,POINT (30.4891808 50.4356994)
вул. Оболонська,POINT (30.508975 50.4709696)
"Парк ""Нивки""",POINT (30.4118125 50.4593021)
Вул. Казимира Малевича,POINT (30.5152103 50.4214149)
Вул. Володимиро-Либідська,POINT (30.5155171 50.4213398)
вул. Хорива,POINT (30.5212587 50.4701934)
Вул. Введенська,POINT (30.5082197 50.4691125)
вул. Оленівська,POINT (30.5020259 50.470928)
"ст. м. ""Тараса Шевченка""",POINT (30.5042321 50.473928)
Станція «Політехнічна»,POINT (30.466466 50.4466045)
Станція «Олекси Тихого»,POINT (30.4536944 50.4467667)
Станція Почайна,POINT (30.4932571 50.4786817)
станція Почайна,POINT (30.4966199 50.4762012)
Міжнародний Соломонів університет,POINT (30.4773468 50.4519004)
Тарний склад,POINT (30.5330175 50.481951)
Вул. Архітектора Вербицького,POINT (30.6497243 50.4147976)
АТП-13004,POINT (30.6521221 50.4108801)
Поліклініка,POINT (30.6525383 50.4101956)
ст. м. «Харківська»,POINT (30.6509907 50.4031513)
пр. Бажана,POINT (30.608477 50.3946477)
пр. Бажана,POINT (30.6095043 50.3943826)
Вул. Бориса Гмирі,POINT (30.636757 50.3900783)
Вул. Вирлицька,POINT (30.6517366 50.3936663)
"База відпочинку ""Сосновий бір""",POINT (30.6329201 50.2411732)
"База відпочинку ""Сосновий бір""",POINT (30.6328326 50.2417665)
Вул. Озерна,POINT (30.61501 50.3507)
Вул. 5-а Садова,POINT (30.6164 50.34971)
Вул. Підлипка-1,POINT (30.5931 50.37811)
Вул. Підлипка-1,POINT (30.59318 50.37841)
Вул. 93-а Садова,POINT (30.60582 50.36335)
Вул. 93-а Садова,POINT (30.60606 50.36342)
Вул. 67-а Садова,POINT (30.60715 50.37314)
Вул. 67-а Садова,POINT (30.60733 50.37302)
Вул. Лісова,POINT (30.3478652 50.5453926)
Вул. Лісова,POINT (30.34727 50.54598)
"санаторій ""Лісова поляна""",POINT (30.3626899 50.5476153)
Радіологічний центр,POINT (30.35693 50.54288)
Радіологічний центр,POINT (30.35671 50.54261)
Школа-інтернат,POINT (30.35573 50.53507)
Вул. Шевченка,POINT (30.6861971 50.3635593)
Вул. Шевченка,POINT (30.68572 50.36277)
Парк Партизанської слави,POINT (30.6663221 50.4161262)
на вимогу,POINT (30.6846544 50.4531373)
на вимогу,POINT (30.6740971 50.4520849)
Вул. Рогозівська,POINT (30.6763033 50.4497288)
Вул. Машиністівська,POINT (30.6658856 50.4432686)
Вул. Здолбунівська,POINT (30.6344065 50.4205493)
Будинок культури,POINT (30.6582599 50.4286256)
Київський коледж комп'ютерних технологій та економіки,POINT (30.6571669 50.4304057)
Київський коледж комп'ютерних технологій та економіки,POINT (30.6579297 50.4305702)
на вимогу,POINT (30.7119573 50.4782168)
на вимогу,POINT (30.7118546 50.4780398)
Музична школа,POINT (30.6635641 50.4182217)
Парк Партизанської слави,POINT (30.6672462 50.4159027)
"База ""Укроптбакалія""",POINT (30.6625007 50.4411038)
"База ""Укроптбакалія""",POINT (30.6618972 50.4411817)
пров. Сеноманський,POINT (30.6675363 50.4438325)
пров. Сеноманський,POINT (30.6678235 50.4443226)
Вул. Довбуша,POINT (30.6703866 50.4453828)
Дарницький ринок,POINT (30.65418 50.43126)
АТП-13055,POINT (30.6415267 50.4419281)
вул. Драгоманова,POINT (30.6341864 50.4197122)
Театр драми та комедії,POINT (30.600074 50.4531773)
Вул. Тампере,POINT (30.61224 50.44585)
Вул. Ревуцького,POINT (30.6387148 50.4236976)
Вул. Довбуша,POINT (30.669881 50.4454304)
ст. м. Лісова (242),POINT (30.64104 50.4654171)
ст. м. Лісова,POINT (30.6407824 50.4654878)
ст. м. Лісова,POINT (30.6423618 50.4657803)
пр. Броварський (ст. м. Лісова),POINT (30.6480123 50.4663681)
просп. Броварський (ст. м. Лісова),POINT (30.6481364 50.4663948)
"Дачне містечко ""Сосновий бір""",POINT (30.6797674 50.4864834)
Аптека,POINT (30.6035133 50.4867168)
Торговий центр,POINT (30.6056068 50.4869861)
Вул. Івана Микитенка,POINT (30.6078187 50.4873052)
Вул. Міста Шалетт,POINT (30.6131633 50.4626384)
Магазин,POINT (30.6200294 50.463408)
Вул. Шолом-Алейхема,POINT (30.6318645 50.4710518)
пр. Алішера Навої,POINT (30.5995515 50.4725102)
Вул. Івана Микитенка,POINT (30.6031582 50.4864213)
Вул. Івана Микитенка,POINT (30.602689 50.4867298)
пр. Алішера Навої,POINT (30.61449 50.47137)
пр. Алішера Навої,POINT (30.61515 50.47142)
вулиця Чорних Запорожців,POINT (30.6067345 50.4800064)
вулиця Чорних Запорожців,POINT (30.605976 50.4803572)
Вул. Міста Шалетт,POINT (30.6131215 50.4624893)
вул. 5-а Садова,POINT (30.58201 50.46869)
вул. 5-а Садова,POINT (30.58207 50.46886)
Вул. Анатолія Солов'яненка,POINT (30.6149418 50.4611754)
Вул. Івана Микитенка,POINT (30.5987661 50.4860243)
бул. Дарницький,POINT (30.609648 50.4638705)
"Готель ""Братислава"" (476)",POINT (30.6086556 50.4578723)
"Готель ""Братислава"" (476)",POINT (30.6084432 50.4576459)
Вул. Князя Романа Мстиславича,POINT (30.6077007 50.4641885)
Лісництво,POINT (30.6570164 50.470431)
Деснянська водопровідна станція,POINT (30.5922971 50.4741973)
Вул. Райдужна,POINT (30.5921366 50.4744027)
Ветеринарна клініка,POINT (30.5895222 50.4757383)
Ветеринарна клініка,POINT (30.5896698 50.4762963)
Вул. Едуарда Вільде,POINT (30.6019853 50.4887323)
Автобаза,POINT (30.6197203 50.4964814)
Автобаза,POINT (30.6192309 50.4962133)
Школа,POINT (30.6073165 50.4883828)
Школа,POINT (30.6063856 50.4895812)
вул. Василя Іваниса,POINT (30.6337129 50.4682563)
Сільгосптехніка,POINT (30.59008 50.46276)
пл. Конотопської Битви,POINT (30.6315972 50.4711555)
Вул. Вірності,POINT (30.5859876 50.5233566)
Вул. Вірності,POINT (30.5860449 50.5229726)
Поштове відділення №230,POINT (30.584388 50.5155676)
Поштове відділення №230,POINT (30.5847246 50.5160461)
Школа №278,POINT (30.5807327 50.5117585)
Вул. Чурилівська,POINT (30.5793759 50.5095951)
с. Вигурівщина (вул. Довженка),POINT (30.579153 50.5070426)
вул. Каштанова,POINT (30.5836151 50.5071497)
вул. Мелетія Смотрицького,POINT (30.5919127 50.5105608)
вул. Мелетія Смотрицького,POINT (30.5910344 50.5105255)
станція швидкісного трамваю «Рональда Рейгана»,POINT (30.5948506 50.5116338)
станція швидкісного трамваю «Рональда Рейгана»,POINT (30.5944371 50.5116327)
Мікрорайон №22,POINT (30.6078727 50.5256295)
Автобусний парк №6,POINT (30.6409328 50.5085371)
Амбулаторія,POINT (30.5829452 50.5138191)
Амбулаторія,POINT (30.5830254 50.5136968)
Поворот на ТЕЦ-6,POINT (30.6563254 50.5287114)
БУ-149,POINT (30.6410177 50.5127977)
БУ-149,POINT (30.6408467 50.5128518)
Мікрорайон №23,POINT (30.6082866 50.5286034)
ТЕЦ-6,POINT (30.6642585 50.5297798)
Пожежне депо,POINT (30.63908 50.5111895)
Пожежне депо,POINT (30.6381395 50.5098939)
"Завод ""Алмаз""",POINT (30.6329813 50.5068475)
"Завод ""Алмаз""",POINT (30.6319007 50.5070025)
вул. Олексія Курінного,POINT (30.5810283 50.5055454)
вул. Лісківська (Мікрорайон №24),POINT (30.5934764 50.5289954)
Вул. Чурилівська,POINT (30.5796883 50.5098166)
с. Вигурівщина (вул. Довженка),POINT (30.579278 50.5070964)
Школа №278,POINT (30.5810266 50.5118164)
Будинок культури с. Троєщина,POINT (30.585038 50.5181071)
Будинок культури с. Троєщина,POINT (30.584712 50.5172522)
Вул. Івана Кожедуба,POINT (30.5854871 50.5205345)
Вул. Івана Кожедуба,POINT (30.5855545 50.5202408)
с. Троєщина (вул. Радосинська),POINT (30.5863836 50.5283658)
с. Троєщина (вул. Радосинська),POINT (30.5862005 50.5285125)
Школа №320,POINT (30.6051439 50.5291288)
Школа №320,POINT (30.6044827 50.5292932)
Мікрорайон №23,POINT (30.6076689 50.5291476)
Мікрорайон №22,POINT (30.6082068 50.5254996)
пл. Михайла Співака,POINT (30.5734078 50.3890465)
ДОК,POINT (30.5742647 50.4021355)
"завод ""Славутич""",POINT (30.5405471 50.3522201)
"завод ""Славутич""",POINT (30.54093 50.3525441)
АТП-1007,POINT (30.5381345 50.3491795)
АТП-1007,POINT (30.5381289 50.3489914)
с. Пирогів,POINT (30.5348176 50.3458707)
вул. Ростиславська,POINT (30.4851237 50.4547569)
вул. Ростиславська,POINT (30.4844622 50.4539724)
бул. Миколи Міхновського,POINT (30.5470782 50.4191926)
Школа №221,POINT (30.4884154 50.4321297)
Школа №221,POINT (30.4882727 50.4322581)
"ж/к ""Пори року""",POINT (30.4877241 50.4297917)
"ж/к ""Пори року""",POINT (30.4867015 50.4294766)
4-і східці,POINT (30.5429947 50.4510804)
"Причал ""Міст Метро""",POINT (30.554708 50.4451532)
Монумент Засновникам Києва,POINT (30.5673603 50.4286532)
ст. м. Дніпро,POINT (30.5574971 50.442452)
на вимогу,POINT (30.4803668 50.3866497)
Вул. Андрія Мельника,POINT (30.436584 50.4423577)
Вул. Бастіонна,POINT (30.5502378 50.4186772)
Вул. Козелецька,POINT (30.4174819 50.4543105)
на вимогу,POINT (30.5544068 50.4117637)
Вул. Голосіївська,POINT (30.51842 50.39975)
Вул. Козелецька,POINT (30.41763 50.4547657)
ш. Залізничне,POINT (30.5518041 50.40403)
Бібліотека,POINT (30.4168133 50.4414602)
Вулиця Чумака,POINT (30.4084554 50.4395159)
Вул. Василя Чумака,POINT (30.4083506 50.4405696)
Вул. Миколи Ушакова,POINT (30.34336 50.45442)
Вул. Молдавська,POINT (30.47331 50.45869)
Поліклініка,POINT (30.5114519 50.3985007)
ст. м. Виставковий центр,POINT (30.4777004 50.3822425)
Ортопедичний інститут,POINT (30.4994583 50.4517219)
Ортопедичний інститут,POINT (30.4993212 50.4515334)
Бульвар Жуля Верна,POINT (30.3743087 50.426824)
Вул. Дегтярівська,POINT (30.4473809 50.4609339)
Вул. Дегтярівська,POINT (30.4469931 50.4607152)
Вул. Семена Скляренка,POINT (30.4629841 50.4978095)
Вул. Семена Скляренка,POINT (30.4630183 50.4981817)
Інститут ім. Бакуля,POINT (30.460769 50.5002702)
Інститут ім. Бакуля,POINT (30.4615992 50.4998036)
Станція метро «Оболонь»,POINT (30.4987841 50.5030337)
Вул. Куренівська,POINT (30.46923 50.49221)
Вул. Марка Вовчка,POINT (30.4665602 50.4937885)
Дитячий садок,POINT (30.4487459 50.494241)
вул. Стеценка,POINT (30.4136441 50.4770688)
Вул. Салютна,POINT (30.4148185 50.4723509)
Вул. Салютна,POINT (30.4144401 50.4712217)
Вул. Януша Корчака,POINT (30.4162024 50.46641)
Гіпермаркет,POINT (30.3656084 50.4915345)
Вул. Марка Вовчка,POINT (30.46741 50.49353)
Вул. Тульчинська,POINT (30.4837418 50.4852359)
Вул. Тульчинська,POINT (30.4838453 50.485526)
пров. Електриків,POINT (30.5093585 50.4835059)
Провулок Замковецький,POINT (30.4439539 50.4929358)
Провулок Замковецький,POINT (30.4434063 50.4930127)
Вул. Вовчогірська,POINT (30.4143824 50.4670566)
Бульв. Павла Вірського,POINT (30.4154546 50.4699661)
Лікарня,POINT (30.4555537 50.4629583)
"Комбінат ""Україна""",POINT (30.4604876 50.4629363)
ст. м. Героїв Дніпра,POINT (30.4983062 50.5215788)
ст. м. Героїв Дніпра,POINT (30.49934 50.5216)
Торговий центр,POINT (30.501251 50.4884927)
"ТОВ ""Поділ бізнес-парк""",POINT (30.48654 50.47673)
"ТОВ ""Поділ бізнес-парк""",POINT (30.4867293 50.4768932)
Школа №9,POINT (30.4604027 50.5241033)
Дитяча Академія Мистецтв,POINT (30.5164522 50.4988065)
проспект Василя Порика,POINT (30.4212707 50.5111266)
Вул. Половецька,POINT (30.4844742 50.4694298)
пров. Татарський,POINT (30.4859841 50.4678491)
Поліклініка,POINT (30.505245 50.4983746)
Поліклініка,POINT (30.50529 50.49878)
Бул. Павла Вірського,POINT (30.4131643 50.47767)
вул. Стеценка,POINT (30.4144537 50.4772946)
Джерело,POINT (30.4251712 50.4767864)
вул. Довнар-Запольського,POINT (30.47382 50.46441)
вул. Довнар-Запольського,POINT (30.47485 50.46391)
Вулиця Берестецька,POINT (30.4499115 50.5175229)
Вулиця Красицького,POINT (30.44958 50.51629)
Стадіон «Спартак»,POINT (30.4752593 50.4837636)
вулиця Патріотів,POINT (30.4309488 50.4226516)
Біля Лотку,POINT (30.6311984 50.4164356)
Музей «Київська фортеця»,POINT (30.5302896 50.4343321)
Вул. Вінстона Черчилля,POINT (30.6133156 50.4506041)
Ст. м. Лісова,POINT (30.6449635 50.464725)
Вул. Івана Дзюби,POINT (30.3876172 50.4173434)
Будинок побуту,POINT (30.3819924 50.4199876)
Будинок побуту,POINT (30.381871 50.4203015)
Вул. Олеся Гончара,POINT (30.5109669 50.4553133)
Вулиця Приозерна,POINT (30.5212817 50.493295)
Аракс,POINT (30.4413759 50.3823298)
"Залізничний вокзал ""Південний""",POINT (30.4856208 50.4380914)
Вул. Олекси Тихого,POINT (30.4340789 50.4502102)
Вул. Машинобудівна,POINT (30.4333419 50.4481786)
"Станція швидкісного трамвая ""Національний авіаційний університет""",POINT (30.4326524 50.4417255)
"ст. м. ""Політехнічний інститут""",POINT (30.4664712 50.4504676)
Супермаркет ОЛДІ,POINT (30.4354261 50.4537154)
Видубицьке озеро,POINT (30.5695419 50.4130925)
Видубицьке озеро,POINT (30.5701164 50.4127447)
бул. Миколи Міхновського,POINT (30.5592281 50.4258498)
Пошта №86,POINT (30.4563775 50.4832268)
Кінотеатр «Кадр»,POINT (30.4557059 50.4967986)
Тубінститут,POINT (30.5000485 50.4209646)
проспект Петра Григоренка (висадка),POINT (30.6373522 50.3908383)
Станція метро Академмістечко,POINT (30.3558529 50.4666279)
Житловий комплекс,POINT (30.4580096 50.5664844)
Куренівський ринок,POINT (30.459266 50.4954151)
Торговий центр,POINT (30.4209923 50.5082111)
станція метро Берестейська,POINT (30.4197405 50.4581302)
КП,POINT (30.3617299 50.5161872)
Вулиця Петра Калнишевського,POINT (30.4638376 50.5179704)
Вул. Ольжича,POINT (30.4450673 50.480185)
КП,POINT (30.3619866 50.5167523)
вул. Академіка Щусєва,POINT (30.4388798 50.4746561)
Бакинська вулиця,POINT (30.4463378 50.4798875)
Вул. Олени Теліги,POINT (30.4509616 50.4776423)
Станція швидкісного трамваю «Індустріальна»,POINT (30.44021 50.4432982)
"Кінотеатр ""Лейпциг""",POINT (30.3880032 50.4298128)
Поліклініка,POINT (30.4105274 50.4360734)
Вул. Дмитра Чижевського,POINT (30.3744721 50.4343301)
Вул. Дмитра Чижевського,POINT (30.3732464 50.4341165)
Хлібзавод №12,POINT (30.3755075 50.4347512)
Маргариновий завод,POINT (30.5284775 50.4048649)
вул. Милославська,POINT (30.6209431 50.5284683)
вул. Милославська,POINT (30.6200118 50.5272995)
Станція «Політехнічна»,POINT (30.4663397 50.4461247)
ст. м. Кловська,POINT (30.53236 50.4371056)
Вул. Княжий Затон,POINT (30.6266439 50.402313)
Вул. Княжий Затон,POINT (30.6273302 50.4021144)
Хутір Вільний,POINT (30.5367346 50.3201056)
Хутір Вільний,POINT (30.5360457 50.3192689)
Вул. Василя Кучера,POINT (30.3907397 50.4211312)
Житловий комплекс «Мега-сіті»,POINT (30.6326745 50.4334153)
ст. м. Осокорки,POINT (30.6158739 50.3953217)
Міський центр надання адміністративних послуг,POINT (30.6121064 50.405849)
Будинок побуту,POINT (30.3817774 50.4203603)
Площа Тараса Шевченка,POINT (30.4495983 50.5199858)
Ст. м. Лісова,POINT (30.6439093 50.4645202)
"Ст. м. ""Лісова""",POINT (30.6451684 50.4635052)
"Станція метро ""Академмістечко""",POINT (30.3555358 50.4633019)
Ашан,POINT (30.4900914 50.4916642)
Вул. Степана Рудницького,POINT (30.461733 50.3914461)
Площа Слави,POINT (30.5491068 50.4412739)
вул. Василя Іваниса,POINT (30.6328436 50.4690906)
Школа,POINT (30.6417031 50.4872951)
Пошта,POINT (30.6368245 50.4736151)
Медучилище,POINT (30.6203144 50.4747282)
Вулиця Андрія Малишка,POINT (30.6281806 50.4625454)
Вул. Анатолія Солов'яненка,POINT (30.6263148 50.4657991)
Вул. Ливарська,POINT (30.4709189 50.4906265)
Кінотеатр,POINT (30.626662 50.4452827)
Музей «Київська фортеця»,POINT (30.5307993 50.4345175)
Вул. Госпітальна,POINT (30.526071 50.4382279)
вул. Володимирська,POINT (30.5132656 50.4436646)
Вулиця Світлицького,POINT (30.4294079 50.5099574)
Мікрорайон №4,POINT (30.4358657 50.5063069)
Вул. Сирецька,POINT (30.4635058 50.492982)
Вулиця Деревлянська,POINT (30.4705118 50.4663754)
Степана Бандери проспект,POINT (30.4661849 50.4899784)
Куренівський парк,POINT (30.4699314 50.4877684)
Вулиця Наталії Ужвій,POINT (30.4382365 50.5050769)
Мікрорайон №17,POINT (30.4344326 50.5073523)
Вулиця Світлицького,POINT (30.4275217 50.5112756)
Проспект Литовський,POINT (30.4517815 50.5206022)
ТРЕД №3,POINT (30.4553977 50.4137056)
ТРЕД №3,POINT (30.4550372 50.4144074)
Мінське шосе,POINT (30.4480825 50.5210486)
Вул. Корабельна,POINT (30.4897574 50.4807922)
вулиця Родини Крістерів,POINT (30.4239405 50.5042293)
Торговий центр,POINT (30.4208911 50.507706)
Вул. Олеся Гончара,POINT (30.5120064 50.4553175)
СТО,POINT (30.3969655 50.5096248)
Міське кладовище,POINT (30.3843867 50.4975311)
Міське кладовище,POINT (30.3847078 50.4975943)
СТО,POINT (30.3964927 50.5093251)
Сади,POINT (30.3969507 50.4861837)
Софійська площа,POINT (30.5166178 50.4545048)
Вулиця Гомельська,POINT (30.4358596 50.4922644)
Бювет,POINT (30.6048656 50.4979862)
вул. Олександри Екстер,POINT (30.6281251 50.5235262)
вул. Костянтина Данькевича,POINT (30.6275759 50.5200216)
вул. Лісківська (Мікрорайон №24),POINT (30.5929699 50.52918)
вул. Милославська,POINT (30.5962482 50.5318373)
станція Київ-Волинський,POINT (30.4293596 50.4130485)
Вул. Преображенська,POINT (30.4808137 50.4196699)
Вул. Преображенська,POINT (30.4801876 50.4191979)
Академія праці,POINT (30.4517585 50.374616)
Меблевий ринок,POINT (30.6126562 50.498069)
Цирк,POINT (30.4933195 50.447664)
вул. Милославська,POINT (30.6086996 50.5321559)
АТП-13055,POINT (30.6414137 50.4417963)
Вул. Борисоглібська,POINT (30.5249075 50.4652672)
вул. Почайнинська,POINT (30.5203531 50.4686509)
ст. м. Поштова площа,POINT (30.5247885 50.4589273)
вул. Привокзальна,POINT (30.6392114 50.4284501)
Вул. Ялтинська,POINT (30.6525992 50.4292339)
Вул. Нижній Вал,POINT (30.5190432 50.4708516)
вул. Волоська,POINT (30.5160728 50.4689059)
Берегова база,POINT (30.5205613 50.4828128)
На вимогу,POINT (30.6544367 50.4022033)
бул. Вацлава Гавела,POINT (30.4281436 50.4233727)
бул. Вацлава Гавела,POINT (30.4281861 50.4234579)
вул. Академіка Шалімова,POINT (30.4158084 50.4454346)
Поворот на ТЕЦ-6,POINT (30.6571315 50.5296551)
"""ПЧУ""",POINT (30.4990679 50.4824411)
Городи,POINT (30.6507225 50.5225322)
Городи,POINT (30.6499885 50.52213)
Станція Борщагівка,POINT (30.3998221 50.4333166)
Вул. Василя Кучера,POINT (30.3912395 50.4214158)
Вул. Миколи Василенка,POINT (30.4254896 50.4394933)
Вул. Ігоря Турчина,POINT (30.3957879 50.4818132)
Станція швидкісного трамваю «Каштанова»,POINT (30.58156 50.5043741)
Станція швидкісного трамваю «Каштанова»,POINT (30.5818424 50.5044323)
"ТЦ ""Глобал""",POINT (30.5766536 50.4996418)
Вул. Воскресенська,POINT (30.6004081 50.4719762)
Дитяча клінічна лікарня №2,POINT (30.6050441 50.4715489)
Житловий комплекс,POINT (30.6094131 50.4678609)
"Парк ""Перемога""",POINT (30.6082366 50.4598611)
"Парк ""Перемога""",POINT (30.6083167 50.4606331)
Житловий комплекс,POINT (30.6096655 50.4680297)
Дитяча клінічна лікарня №2,POINT (30.6022885 50.4719564)
вул. Миколи Лаврухіна,POINT (30.5950553 50.5189264)
вул. Милославська,POINT (30.5964343 50.5316898)
Чоколівський бульвар,POINT (30.4585686 50.4264891)
ст. м. Лісова,POINT (30.6464893 50.4669196)
Вул. Юлії Здановської,POINT (30.4824709 50.3897108)
Вул. Ревуцького,POINT (30.6529509 50.395243)
вулиця Алея Героїв Небесної Сотні,POINT (30.5255328 50.4509164)
вул. Ірпінська,POINT (30.3549191 50.4602957)
вул. Павла Скоропадського,POINT (30.5212024 50.440715)
Кіностудія (на вимогу),POINT (30.6203971 50.5057507)
Київгаз,POINT (30.6175116 50.5031837)
Київводоканал,POINT (30.6148893 50.5003137)
Авто континент,POINT (30.6118597 50.4978432)
Київводоканал,POINT (30.6141946 50.5001337)
Кіностудія (на вимогу),POINT (30.6196585 50.5053491)
вул. Миколи Закревського,POINT (30.6213655 50.5094148)
вулиця Приозерна,POINT (30.5178255 50.4916824)
Юний технік,POINT (30.5386235 50.4412326)
Готель «Рамада Енкор»,POINT (30.5546147 50.3394786)
Автоцентр,POINT (30.5518801 50.3509434)
вул. Джона Маккейна,POINT (30.5438088 50.4232531)
ж/м Микільська Слобідка,POINT (30.5871036 50.4623376)
Центр медичної реабілітації,POINT (30.3438199 50.5486291)
Торговий комплекс,POINT (30.4770211 50.3503915)
Житловий комплекс,POINT (30.4772054 50.346033)
Житловий комплекс,POINT (30.4774395 50.3471327)
вулиця Чернишевського,POINT (30.4319 50.4314679)
Києво-Печерська лавра,POINT (30.5543096 50.4347498)
вулиця Василя Тютюнника,POINT (30.5241046 50.4244327)
вулиця Василя Тютюнника,POINT (30.5239865 50.4245541)
Лікарня,POINT (30.5288292 50.4269925)
Автовокзал,POINT (30.5189466 50.406979)
Вулиця Деміївська,POINT (30.5128205 50.4071628)
Ст. м. «Славутич»,POINT (30.6038936 50.3944492)
бульвар Ярослава Гашека,POINT (30.6302892 50.4374458)
бульвар Ярослава Гашека,POINT (30.6301533 50.437119)
Метро Дарниця,POINT (30.6143257 50.4553283)
Дарницька площа,POINT (30.6273733 50.4420608)
Пішохідний міст,POINT (30.5990743 50.4432025)
вул. Панорамна,POINT (30.5319052 50.3838846)
Станція метро «Оболонь»,POINT (30.4977089 50.5028009)
Flixbus (Центральний автовокзал),POINT (30.5201547 50.4063486)
"Flixbus (Автостанція ""Дачна"")",POINT (30.3502754 50.4558362)
Квітуча,POINT (30.5234368 50.3408751)
Квітуча,POINT (30.5237894 50.340729)
Полковий провулок,POINT (30.4253202 50.4908747)
Вул. Івана Гонти,POINT (30.4471695 50.4655079)
Бібліотека,POINT (30.6038917 50.4421171)
Бібліотека,POINT (30.6043688 50.4419105)
"Залізнична станція ""Русанівка""",POINT (30.6067043 50.4401736)
Вул. Набережно-Хрещатицька,POINT (30.5214096 50.4712271)
Нафтовик,POINT (30.3563886 50.4697835)
Вул. Дмитра Яворницького,POINT (30.3377857 50.4613744)
Вул. Сергія Котенка,POINT (30.5848279 50.5250451)
Вул. Сергія Котенка,POINT (30.5848944 50.525226)
ст. м. Лівобережна,POINT (30.5966529 50.4500919)
вул. Гліба Бабіча,POINT (30.611073 50.4205969)
вул. Петра Сагайдачного,POINT (30.5220165 50.4608052)
вул. Петра Сагайдачного,POINT (30.5221118 50.4609556)
вул. Покровська,POINT (30.5189316 50.4611761)
"Ст.метро ""Контрактова площа""",POINT (30.5166658 50.4643466)
вулиця Покільська,POINT (30.5698115 50.3846642)
ТЕЦ-5,POINT (30.5630531 50.40144)
Київгаз,POINT (30.6179901 50.5034099)
"ст. м. ""Політехнічний інститут""",POINT (30.4673004 50.4518069)
Станція «Олекси Тихого»,POINT (30.4533862 50.4464113)
проспект Європейського Союзу,POINT (30.4138724 50.5063726)
Богатирська вулиця,POINT (30.4862153 50.5177396)
Богатирська вулиця,POINT (30.4862404 50.5175269)
"Готель ""Хрещатик""",POINT (30.5259859 50.4516345)
Кловський узвіз,POINT (30.5372521 50.4383819)
"Завод ""Арсенал""",POINT (30.5446388 50.4389883)
Пенсійний фонд,POINT (30.5223121 50.4633571)
"Національний університет ""Києво-Могилянська академія""",POINT (30.5223581 50.4654884)
Вул. Електриків,POINT (30.5377432 50.4814171)
Мікрорайон №1,POINT (30.5929834 50.5021531)
Універсам,POINT (30.6081293 50.5081501)
На вимогу,POINT (30.5732207 50.4787912)
вул. Євгена Сверстюка,POINT (30.6085901 50.4439382)
Фабрика «Киянка»,POINT (30.4906519 50.3936265)
вул. Ярославська,POINT (30.5130507 50.4684679)
вул. Вознесенський Яр,POINT (30.5018959 50.4625276)
Лісова,POINT (30.4568482 50.5337733)
Галицька площа,POINT (30.4885957 50.4461022)
