name,geometry
Вул. Самійла Кішки,POINT (30.4568015 50.385667)
Вул. С. Ковалевської,POINT (30.4668889 50.3857374)
вулиця Княжий Затон,POINT (30.6156227 50.4017817)
ст. м. Осокорки,POINT (30.6173055 50.3955074)
Індустріальна вул.,POINT (30.7100196 50.3740148)
Індустріальна вул.,POINT (30.7103414 50.3740285)
Харківська площа (на вимогу),POINT (30.6827699 50.4010635)
Вул. Степана Олійника,POINT (30.6473832 50.4107109)
Вул. Вінстона Черчилля,POINT (30.6135521 50.4497333)
вулиця Юрія Шевельова,POINT (30.6557371 50.4234652)
вулиця Юрія Шевельова,POINT (30.656307 50.4231706)
Академія адвокатури України,POINT (30.4982093 50.4457314)
Будинок національних художніх колективів,POINT (30.4984601 50.4460719)
Зоопарк,POINT (30.4611206 50.451824)
Зоопарк,POINT (30.4596972 50.4523816)
Центральний палац урочистих подій,POINT (30.4790373 50.4489364)
Повітрофлотський шляхопровід,POINT (30.4841386 50.4479642)
Повітрофлотський шляхопровід,POINT (30.4848296 50.448369)
"ст. м. ""Політехнічний інститут""",POINT (30.4675359 50.4507704)
станція метро Політехнічний інститут,POINT (30.4661126 50.4513609)
вул. Шолуденка,POINT (30.474065 50.4497)
вул. Шолуденка,POINT (30.4750128 50.4498909)
ст. м. «Шулявська»,POINT (30.4483027 50.4539854)
ст. м. «Шулявська»,POINT (30.4451136 50.4548209)
Вул. Болсуновська,POINT (30.5544524 50.4225943)
Вул. Болсуновська,POINT (30.5522941 50.4221743)
Берестейський проспект,POINT (30.4892763 50.4471472)
"Ст. м. ""Лісова""",POINT (30.6446765 50.4633725)
"Ст. м. ""Лісова""",POINT (30.643741 50.4631101)
Кріпосний провулок,POINT (30.5391543 50.4447065)
"Залізнична станція ""Русанівка""",POINT (30.6108624 50.4398903)
вулиця Байди-Вишневецького,POINT (30.4501872 50.511854)
вулиця Байди-Вишневецького,POINT (30.4487269 50.5128357)
проспект Алішера Навої,POINT (30.5965265 50.4740892)
вулиця Дубровицька,POINT (30.4501718 50.5133606)
Вулиця Пріорська,POINT (30.4507827 50.5092944)
проспект Європейського Союзу,POINT (30.4510261 50.5063834)
Київ-Волинський,POINT (30.4286762 50.4128517)
Вул. Січових Стрільців,POINT (30.485214 50.460438)
вул. Вознесенський Яр,POINT (30.499679 50.4620957)
Кудрявський узвіз,POINT (30.4967458 50.4621543)
Сквер Гейдара Алієва,POINT (30.4906604 50.4623167)
вул. Вознесенський Яр,POINT (30.5014204 50.4624124)
Вознесенський узвіз,POINT (30.5062495 50.4627593)
Вознесенський узвіз,POINT (30.506105 50.4630495)
Вул. Клеманська,POINT (30.6091862 50.4164817)
Вул. Гліба Бабіча,POINT (30.5956388 50.4169217)
Нижній Вал,POINT (30.5120322 50.4667301)
вул. Оболонська,POINT (30.5054356 50.4685695)
вул. Оболонська,POINT (30.5068206 50.4701529)
вул. Павла Усенка,POINT (30.6285326 50.4475555)
Вулиця Павла Усенка,POINT (30.6277984 50.4472155)
Вул. Василенка,POINT (30.4203724 50.4471154)
Дарницьке кладовище,POINT (30.6354882 50.4271668)
Вул. Героїв Маріуполя,POINT (30.4591565 50.3785906)
Вулиця Макаренка,POINT (30.6746871 50.4481611)
вул. Батальйону Шейха Мансура,POINT (30.6743935 50.447601)
вул. Олександри Екстер,POINT (30.614112 50.5233365)
вул. Лісківська,POINT (30.6009615 50.5241409)
вул. Милославська,POINT (30.599319 50.5312229)
вул. Будищанська,POINT (30.6010184 50.5291368)
просп. Червоної Калини,POINT (30.618323 50.5231694)
вул. Будищанська,POINT (30.6009445 50.5284677)
Торговельний центр «Епіцентр»,POINT (30.6072448 50.5236711)
вул. Лісківська,POINT (30.6009522 50.5247298)
просп. Червоної Калини,POINT (30.6145572 50.5231012)
вул. Милославська,POINT (30.5990589 50.5309075)
вул. Лісківська,POINT (30.5999119 50.5241667)
Магазин «Радунь»,POINT (30.5979785 50.5222094)
Магазин «Радунь»,POINT (30.5986375 50.5223867)
Парк імені Івана Багряного,POINT (30.4537546 50.4530431)
вул. Закарпатська,POINT (30.5181533 50.3722971)
Торговий комплекс,POINT (30.6103648 50.5007373)
Станція електрички «Березняки»,POINT (30.6032215 50.4219157)
Авторинок,POINT (30.5496473 50.3386748)
Готель «Рамада Енкор»,POINT (30.5539548 50.3394212)
Подільський узвіз,POINT (30.4763249 50.4739909)
Кирилівська вулиця,POINT (30.4759173 50.4817809)
Новодарницька вулиця,POINT (30.6548568 50.4256239)
вулиця Ісмаїла Гаспринського,POINT (30.6529123 50.428851)
Харківське шосе,POINT (30.6545702 50.419036)
Харківське шосе,POINT (30.6551797 50.4188424)
вулиця Стеценка,POINT (30.4059128 50.4805917)
Вулиця Стеценка,POINT (30.4056874 50.4805576)
площа Валерія Марченка,POINT (30.4060498 50.4844102)
Вул. Данила Щербаківського,POINT (30.4072722 50.4803495)
Вул. Данила Щербаківського,POINT (30.4067193 50.4813984)
Вулиця Тираспольська,POINT (30.4085465 50.4800051)
площа Валерія Марченка,POINT (30.4031307 50.4819666)
Вул. Мрії,POINT (30.3956004 50.4836385)
вул. Ігоря Турчина,POINT (30.3959973 50.4818098)
Вулиця Стеценка,POINT (30.3955896 50.4854134)
Вул. Ігоря Турчина,POINT (30.3970112 50.4813924)
Станція метро Святошин,POINT (30.3923983 50.4579196)
Станція метро Святошин,POINT (30.3878277 50.4568481)
"Серійний завод ""Антонов""",POINT (30.3961739 50.4585643)
Міське кладовище,POINT (30.3935509 50.4877579)
"Станція метро ""Сирець""",POINT (30.4303532 50.4766258)
вул. Вавілових,POINT (30.437024 50.474205)
вул. Вавілових,POINT (30.4382726 50.4749594)
Лісорозсадник,POINT (30.3652439 50.5005498)
ст. м. Площа Українських Героїв,POINT (30.5179899 50.4399963)
Університет,POINT (30.5115808 50.4410824)
вул. Івана Франка,POINT (30.5080817 50.444505)
Магазин,POINT (30.46418 50.3897628)
Магазин,POINT (30.4634905 50.3895739)
Лісництво,POINT (30.763383 50.3920039)
Лісництво,POINT (30.7636474 50.392473)
Орлятко,POINT (30.737752 50.397243)
Орлятко,POINT (30.7381458 50.3977109)
Проліски,POINT (30.7751358 50.3893794)
Проліски,POINT (30.7756438 50.3898079)
Вул. Мишуги,POINT (30.6404293 50.3974784)
ст. м. Позняки,POINT (30.6382425 50.3970292)
вул. Радунська,POINT (30.6004127 50.5329297)
Вул. Лариси Руденко,POINT (30.64235 50.3953333)
Вул. Лариси Руденко,POINT (30.642545 50.3955997)
Шляхова дільниця,POINT (30.5608361 50.3277044)
Шляхова дільниця,POINT (30.5610024 50.3281667)
Рибальський півострів,POINT (30.5292044 50.4751074)
вул. Оноре де Бальзака,POINT (30.5938875 50.5135766)
вул. Радунська,POINT (30.5967713 50.5206546)
вул. Миколи Лаврухіна,POINT (30.5941648 50.518551)
вул. Оноре де Бальзака,POINT (30.6104373 50.5232818)
вул. Олександри Екстер,POINT (30.6093742 50.523118)
вул. Оноре де Бальзака,POINT (30.5934892 50.5146025)
площа Валерія Марченко,POINT (30.4035395 50.4827144)
Джерело,POINT (30.5525706 50.4059551)
Вулиця Неманська,POINT (30.5491314 50.4167162)
Вулиця Сошенка,POINT (30.4462838 50.5217298)
Вул. Гришка,POINT (30.6363078 50.3945714)
Просп. Петра Григоренка,POINT (30.6366488 50.3925637)
Дніпровська набережна,POINT (30.6184955 50.4018352)
"станція метро ""Чернігівська""",POINT (30.631196 50.4589705)
ст. м. Чернігівська,POINT (30.6305387 50.4591472)
площа Валерія Марченко,POINT (30.4044511 50.4818206)
Камінь,POINT (30.3315683 50.4931646)
вул. Івана Драча,POINT (30.4965576 50.4563904)
Вул. Гоголівська,POINT (30.4940257 50.4563169)
Вул. Полтавська,POINT (30.4893617 50.4567737)
Вул. Полтавська,POINT (30.4922202 50.456155)
Вул. Грушецька,POINT (30.429432 50.4573725)
Дніпровська набережна,POINT (30.6170214 50.4055632)
Вул. Урлівська,POINT (30.6215185 50.4066795)
Вул. Анни Ахматової,POINT (30.6209849 50.4063677)
вул. Анни Ахматової,POINT (30.6335632 50.4102376)
вул. Анни Ахматової,POINT (30.6334688 50.4098312)
ст. м. «Харківська»,POINT (30.6531525 50.4023596)
"Універсам ""Харків""",POINT (30.6663479 50.4076348)
ст. м. «Харківська»,POINT (30.654012 50.4034848)
"Універсам ""Харків""",POINT (30.6655439 50.4077921)
Поліклініка,POINT (30.6552647 50.4091585)
Солом'янська пл.,POINT (30.4691743 50.4318624)
Проспект В. Лобановського,POINT (30.5170271 50.4073574)
Вул. Ревуцького,POINT (30.6533174 50.3960502)
Вулиця Гомельська,POINT (30.4363894 50.4922066)
Свято-Троїцький храм,POINT (30.5853684 50.5084162)
вул. Градинська,POINT (30.6032378 50.5172458)
вул. Каштанова,POINT (30.5858275 50.5069538)
вул. Рональда Рейгана,POINT (30.6001479 50.5139627)
"ТЦ ""Глобал""",POINT (30.5760134 50.4980451)
вул. Градинська,POINT (30.6021417 50.5173775)
Вул. Ореста Васкула,POINT (30.3554737 50.4572077)
Проспект Академіка Палладіна,POINT (30.3563695 50.4632522)
вул. Дениса Монастирського,POINT (30.4730206 50.4322183)
Вул. Солом'янська,POINT (30.4726689 50.4306443)
Вул. Мстислава Скрипника,POINT (30.4867742 50.4347085)
Вулиця Кавказька,POINT (30.4800045 50.4325887)
Вул. Василя Липківського,POINT (30.4746501 50.4320978)
Вул. Солом'янська,POINT (30.4720208 50.4307282)
Вулиця Кавказька,POINT (30.4791121 50.4327406)
Вул. Гарматна,POINT (30.4355154 50.4563877)
Вулиця Гарматна,POINT (30.4368413 50.4558547)
Ірпінська вулиця,POINT (30.3565253 50.4602456)
Бул. Академіка Вернадського,POINT (30.3794388 50.4566918)
Станція метро Святошин,POINT (30.3877102 50.4585888)
Вул. Івана Крамського,POINT (30.3724532 50.4565478)
ж/м «Паркові Озера»,POINT (30.598708 50.4674366)
Пошта №69,POINT (30.4976584 50.4125368)
Магазин,POINT (30.4969458 50.4127144)
Школа,POINT (30.3294287 50.4930253)
Вул. Світла,POINT (30.6947441 50.3959862)
площа Валерія Марченка,POINT (30.4056724 50.4832132)
Станція метро Академмістечко,POINT (30.3533209 50.464703)
"Метро ""Академмістечко""",POINT (30.3530875 50.4646996)
"Нацiональна дитяча клінічна лікарня ""ОХМАТДИТ""",POINT (30.4833773 50.450225)
Вул. Підлипка 1,POINT (30.593545 50.3767157)
Вул. Корабельна,POINT (30.4903826 50.4800907)
Вул. Колекторна,POINT (30.603028 50.3823764)
Вул. Колекторна,POINT (30.6029824 50.3824614)
Вул. Маслівка,POINT (30.5958503 50.3814657)
Вул. Маслівка,POINT (30.596005 50.3815799)
Вул. Підлипка 1,POINT (30.5938161 50.3765509)
Вул. Садова,POINT (30.6034596 50.3877387)
Вул. Садова,POINT (30.6034952 50.388085)
АЗС,POINT (30.4611953 50.4822031)
АЗС,POINT (30.4606426 50.4823576)
Вул. Олександра Бринжали,POINT (30.4109941 50.4699243)
Магазин,POINT (30.4056986 50.4763252)
Поліклініка,POINT (30.406017 50.477061)
Сирецький проїзд,POINT (30.4060188 50.4871514)
Сирецький проїзд,POINT (30.4056912 50.4861463)
Вулиця Естонська,POINT (30.4057331 50.4638333)
Естонська вулиця,POINT (30.4060404 50.4650778)
Вулиця Ґолди Меїр,POINT (30.4057006 50.4672879)
Вулиця Ґолди Меїр,POINT (30.4059997 50.4681351)
Школа №316,POINT (30.6493796 50.3947403)
Вул. Вишняківська,POINT (30.647997 50.3951723)
вулиця Левка Лукʼяненка,POINT (30.4909582 50.5092548)
Вулиця Героїв Дніпра,POINT (30.4911694 50.5196698)
Вул. Вишняківська,POINT (30.6434514 50.3944621)
Готель «Славутич»,POINT (30.5926075 50.434169)
Русанівський бульвар,POINT (30.5920872 50.4378122)
Вул. Ентузіастів,POINT (30.5909512 50.4450849)
"Культурний кластер ""Краків""",POINT (30.5918695 50.4410087)
Вул. Ентузіастів,POINT (30.5913198 50.4445425)
Електронмаш,POINT (30.362636 50.4309201)
вулиця Андрія Головка,POINT (30.4776379 50.4179465)
вул. Пономарьова,POINT (30.3639709 50.4887712)
Санаторій Конча-Заспа,POINT (30.5826052 50.2954509)
Вул. Сулеймана Стальського,POINT (30.593342 50.4831802)
метро Дарниця,POINT (30.6108827 50.4563623)
Вул. А. Бучми,POINT (30.6091003 50.4309906)
Школа-інтернат,POINT (30.5920041 50.4872698)
Вул. Волинська,POINT (30.4405058 50.4142793)
Міжнародний термінал А,POINT (30.444996 50.4137289)
Інститут грудної хірургії,POINT (30.4989969 50.4203276)
Вул. Гайова,POINT (30.491038 50.4162126)
Вул. Нечуя-Левицького,POINT (30.4904486 50.4137649)
Вул. Нечуя-Левицького,POINT (30.4906164 50.4135938)
Вул. Гайова,POINT (30.4908443 50.4158897)
Вул. Володимира Брожка,POINT (30.5134117 50.4124567)
Фрометівський узвіз,POINT (30.5068974 50.4104855)
Вул. Монтажників,POINT (30.5070146 50.4106399)
Сади,POINT (30.3971671 50.4858309)
Вул. Володимира Брожка,POINT (30.4930996 50.4082054)
Білий дім,POINT (30.6182753 50.465479)
вул. Миколи Закревського,POINT (30.6065611 50.4983407)
вул. Миколи Закревського,POINT (30.6061969 50.4994544)
вул. Рональда Рейгана,POINT (30.605384 50.4984478)
Мікрорайон №1,POINT (30.5926382 50.5015495)
Вул. Крайня,POINT (30.6118639 50.4873269)
Вул. Крайня,POINT (30.6123416 50.4857186)
пр. Лісовий,POINT (30.6175927 50.4788563)
пр. Лісовий,POINT (30.6178208 50.4776675)
ст. м. «Палац Спорту»,POINT (30.5207661 50.4382533)
Авторинок,POINT (30.5410998 50.3379979)
Авторинок,POINT (30.5431866 50.3394565)
Універсам,POINT (30.6034229 50.5027584)
Ринок «Троєщина»,POINT (30.6081305 50.4956464)
просп. Романа Шухевича,POINT (30.6080448 50.4939622)
"станція метро ""Дарниця""",POINT (30.6134774 50.4550002)
Центральний універмаг,POINT (30.5204761 50.4436094)
Корпус № 2,POINT (30.5048745 50.3843348)
ст. м. «Шулявська»,POINT (30.4463417 50.4562866)
вулиця Василя Макуха,POINT (30.4368819 50.4621172)
вулиця Василя Макуха,POINT (30.4369856 50.4620515)
Вулиця Миколи Шпака,POINT (30.4296057 50.4606346)
Корпус № 2,POINT (30.5051281 50.3844313)
Корпус 3,POINT (30.4994182 50.3834)
Вул. Полковника Потєхіна,POINT (30.4917391 50.3830053)
Корпус №10,POINT (30.4956465 50.3832239)
Корпус №10,POINT (30.4952289 50.3833423)
Цементний завод,POINT (30.5517503 50.3812447)
Центр науково-технічної творчості молоді «Сфера»,POINT (30.506886 50.5102913)
Дитяча лікарня,POINT (30.4853245 50.5433554)
Вулиця Жмеринська,POINT (30.3601173 50.4371475)
Зеленбуд,POINT (30.3507624 50.4910674)
Зеленбуд,POINT (30.350715 50.4911537)
Селище Берковці,POINT (30.3703773 50.4965485)
Епіцентр,POINT (30.3653623 50.4925171)
Вул. Олени Теліги,POINT (30.4514688 50.4628426)
Торгово-розважальний комплекс,POINT (30.5631843 50.4956375)
Вул. Казимира Малевича,POINT (30.5116527 50.427895)
Леся Курбаса проспект,POINT (30.3655894 50.4269335)
Віта-2,POINT (30.5594716 50.3327304)
"Дитячій оздоровчий комплекс ""Дружба""",POINT (30.6297504 50.2462095)
Козин-1,POINT (30.6367383 50.2357868)
"Санаторій ""Жовтень""",POINT (30.6190027 50.2606147)
вул. Авіаконструктора Антонова,POINT (30.4558876 50.4309426)
Солом'янська пл.,POINT (30.4690952 50.4312638)
На вимогу,POINT (30.5998817 50.2852617)
На вимогу,POINT (30.5993761 50.2858214)
Вул. М.Грінченка,POINT (30.5034528 50.426296)
Вул. Протасів Яр,POINT (30.4888372 50.4207633)
Пріорська вулиця,POINT (30.4506421 50.5079864)
Проспект Свободи,POINT (30.4217091 50.5143801)
Дитячий садок,POINT (30.4545313 50.4260755)
вулиця Гетьмана Павла Скоропадського,POINT (30.498626 50.4407696)
Вул. Освіти,POINT (30.4636053 50.427441)
Вул. Освіти,POINT (30.4644837 50.4275541)
вул. Левка Мацієвича,POINT (30.4569502 50.428349)
ТЕЦ-3,POINT (30.496588 50.4399585)
вул. Карела Чапека,POINT (30.4757249 50.437847)
пл. Севастопольська,POINT (30.4611029 50.425989)
Вул. Максима Токарева,POINT (30.4645573 50.4236607)
пров. Делегатський,POINT (30.4753799 50.4723065)
Зал. ст. Київ-Волинський,POINT (30.4321038 50.4115873)
вул. Павла Грабовського,POINT (30.5308379 50.3981427)
Станція метро «Іподром»,POINT (30.4689844 50.3768017)
"Парк ""Наводницький""",POINT (30.5663532 50.4303151)
"Парк ""Наводницький""",POINT (30.5668725 50.430057)
Автостоянка «Дублер»,POINT (30.464038 50.3789993)
Охтирський провулок,POINT (30.478712 50.3929409)
Тролейбусне депо №1,POINT (30.4697391 50.3917937)
Вул. Героїв Маріуполя,POINT (30.4603508 50.3791059)
ст.м. Васильківська,POINT (30.484683 50.3933965)
ст.м. Васильківська,POINT (30.4886941 50.3935164)
ст.м. Виставковий центр,POINT (30.4777269 50.3816382)
Інститут фізики,POINT (30.531277 50.3852557)
Інститут фізики,POINT (30.5307162 50.3856293)
вул. Галини Севрук,POINT (30.5334131 50.3810499)
Деміївський ринок,POINT (30.5212512 50.4078008)
вулиця Моторна,POINT (30.5377526 50.3768645)
вулиця Моторна,POINT (30.5372096 50.3774569)
Багринова гора,POINT (30.5354201 50.3790706)
Деміївська площа,POINT (30.5221148 50.4059696)
Деміївська площа,POINT (30.5197655 50.4076825)
Корпус 3,POINT (30.5013075 50.3835963)
Гуртожиток № 1,POINT (30.5110362 50.3873343)
Гуртожиток № 1,POINT (30.5108963 50.3874094)
Гуртожиток № 8,POINT (30.5173625 50.3874975)
Гуртожиток № 8,POINT (30.5176639 50.3875369)
Арсенальна площа,POINT (30.5459179 50.443417)
Готель «Славутич»,POINT (30.5929161 50.4336153)
вулиця Ісмаїла Гаспринського,POINT (30.6523085 50.4291284)
Вул. Сімферопольська,POINT (30.6504538 50.4221145)
Вул. Сімферопольська,POINT (30.6500033 50.4220348)
Селище Берковці,POINT (30.3696609 50.4970655)
Вул. Газопровідна,POINT (30.3784443 50.4936643)
Вул. Газопровідна,POINT (30.3794582 50.4930435)
Радищева,POINT (30.4106303 50.4482865)
Магазин,POINT (30.6439444 50.416453)
Аптека,POINT (30.4154787 50.5144049)
пров. Надії Світличної,POINT (30.6752723 50.4271983)
пров. Надії Світличної,POINT (30.6751192 50.4275185)
Палац культури «Дніпро»,POINT (30.6680162 50.4284316)
вул. Ізюмська,POINT (30.5192098 50.4097265)
Залізничний масив,POINT (30.4909381 50.4260781)
"Залізнична станція ""Русанівка""",POINT (30.6071482 50.4395261)
Військова частина,POINT (30.312915 50.4457908)
Військова частина,POINT (30.3130148 50.4459344)
Міжнародний інститут бізнесу,POINT (30.3180977 50.4530981)
Вул. Братиславська,POINT (30.6203913 50.4788549)
Вул. Братиславська,POINT (30.6195648 50.4789434)
вул. Оноре де Бальзака,POINT (30.6063541 50.5156577)
Проспект Леся Курбаса,POINT (30.3889069 50.4305327)
Станція електрички «Березняки»,POINT (30.6046584 50.4221461)
Автостоянка,POINT (30.6157497 50.4301487)
озеро Тельбін,POINT (30.6137679 50.4246516)
СБМУ,POINT (30.6158653 50.4272537)
Вул. Березняківська,POINT (30.6159135 50.4267535)
Просп. П. Тичини,POINT (30.6126628 50.4326646)
Поліклініка,POINT (30.6098625 50.4315215)
озеро Тельбін,POINT (30.6128826 50.424465)
Вул. Березняківська,POINT (30.5923227 50.4215713)
проспект П. Тичини,POINT (30.5927156 50.4280323)
Річковий причал,POINT (30.5927018 50.4250566)
проспект П. Тичини,POINT (30.5922616 50.4271662)
Річковий причал,POINT (30.5922944 50.4244838)
"НСК ""Олімпійський""",POINT (30.5167087 50.4338402)
Вул. Євгена Коновальця,POINT (30.5190067 50.4235976)
Вул. Метрологічна,POINT (30.4774749 50.3566148)
Готель «Дружба»,POINT (30.5302385 50.4119173)
Готель «Дружба»,POINT (30.529547 50.4121273)
Дарницький універмаг,POINT (30.6231097 50.4417432)
Житловий комплекс «Комфорт Таун»,POINT (30.6196338 50.4403777)
Житловий комплекс «Комфорт Таун»,POINT (30.619628 50.4407122)
ст. м. Звіринецька,POINT (30.543729 50.4173632)
бул. Ігоря Шамо,POINT (30.6001928 50.4333692)
бул. Ігоря Шамо,POINT (30.6008669 50.4339828)
Вул. Академіка Філатова,POINT (30.5327982 50.4127514)
Вул. Академіка Філатова,POINT (30.5322898 50.4129172)
Вул. Чеська,POINT (30.5385176 50.41516)
Вул. Чеська,POINT (30.5400813 50.4154951)
Райдержадміністрація,POINT (30.4560138 50.4213285)
Ботанічний сад,POINT (30.5562416 50.4153524)
Ботанічний Сад,POINT (30.5566405 50.4156465)
"Залізничний вокзал ""Центральний""",POINT (30.4899955 50.4409512)
Майдан Незалежності,POINT (30.5216272 50.4512878)
вул. Академіка Щусєва,POINT (30.4395086 50.4745882)
станція Воскресенка,POINT (30.5825383 50.4794683)
Школа №122,POINT (30.5418202 50.3705505)
Школа №122,POINT (30.5406832 50.3705353)
Віта-2,POINT (30.5591452 50.3324958)
Корчуватський КБМ,POINT (30.5491946 50.370446)
Торгівельний комплекс Домосфера,POINT (30.5530156 50.3462913)
Торгівельний комплекс Домосфера,POINT (30.5524309 50.3462749)
Автоцентр,POINT (30.5512794 50.350916)
"ПО ""Реле та автоматики""",POINT (30.421147 50.4467876)
Будинок культури,POINT (30.4325237 50.4465704)
"ВО ""Росток""",POINT (30.4262417 50.4468277)
Будинок культури,POINT (30.4328722 50.4468628)
ст. м. «Бориспільська»,POINT (30.6857205 50.4041279)
Вулиця Ованеса Туманяна,POINT (30.6029941 50.4477893)
РАЦС,POINT (30.4323474 50.4455576)
Вулиця Автотранспортна,POINT (30.7055319 50.3772688)
Арсенал,POINT (30.6173783 50.3480289)
Бабин Яр,POINT (30.4457199 50.4702642)
Вул. Родини Глаголєвих,POINT (30.4415255 50.4744738)
Вул. Родини Глаголєвих,POINT (30.4414767 50.4742615)
Вул. Родини Глаголєвих,POINT (30.4409703 50.4715981)
Вул. Дорогожицька,POINT (30.4450231 50.4701976)
Вул. Родини Глаголєвих,POINT (30.4414531 50.4709743)
Вул. Романа Ратушного,POINT (30.4837869 50.4218246)
Вул. Вінницька,POINT (30.4551741 50.4170636)
Вул. Докучаєвська,POINT (30.5000364 50.4254997)
Вул. Жилянська,POINT (30.5134495 50.4345454)
Вул. Протасів Яр,POINT (30.4892752 50.420664)
селище Рибне,POINT (30.7158993 50.4673037)
Вул. А. Шептицького,POINT (30.5909617 50.4589203)
Вул. А. Шептицького,POINT (30.590934 50.4584463)
Вул. Микільсько-Слобідська,POINT (30.5932682 50.4557112)
Вул. Микільсько-Слобідська,POINT (30.5934287 50.4561747)
Вулиця Ованеса Туманяна,POINT (30.6049138 50.4475363)
Міжрегіональна Академія управління персоналом,POINT (30.5115915 50.4074798)
Укрпошта,POINT (30.5567487 50.3661997)
Самбірський провулок,POINT (30.5221302 50.3692496)
Русанівський бульвар,POINT (30.5923568 50.4375756)
Ощадбанк,POINT (30.4341782 50.5036011)
Вулиця Автозаводська,POINT (30.4567977 50.5047641)
Масив Синьоозерний,POINT (30.4089784 50.5095897)
Масив Синьоозерний,POINT (30.4090506 50.508207)
вул. Милославська,POINT (30.6201714 50.5262888)
Мікрорайон №20,POINT (30.6281069 50.5290421)
Вулиця Лебединська,POINT (30.4793866 50.517847)
Вулиця Лебединська,POINT (30.480583 50.517584)
Вулиця Сім'ї Кульженків,POINT (30.4695015 50.5177049)
Вулиця Сім'ї Кульженків,POINT (30.466799 50.5180491)
Вулиця Петра Калнишевського,POINT (30.4628959 50.5182853)
Вулиця Петра Калнишевського,POINT (30.4638019 50.5178237)
Проспект Маршала Рокосовського,POINT (30.4580451 50.519904)
Школа №9,POINT (30.4592238 50.5228977)
Діагностичний Центр,POINT (30.4629586 50.5250298)
На вимогу,POINT (30.4599245 50.5231875)
проспект Дмитра Павличка,POINT (30.456816 50.5196558)
проспект Дмитра Павличка,POINT (30.4582513 50.51907)
Вул. Здолбунівська,POINT (30.6230608 50.4185676)
бул. Леоніда Бикова,POINT (30.6264098 50.5171587)
бул. Леоніда Бикова,POINT (30.6268389 50.5177363)
Поліклініка,POINT (30.6279005 50.5213764)
Універсам Виґурівщина,POINT (30.6249561 50.5144843)
бул. Володимира Висоцького,POINT (30.6233253 50.5123251)
Поліклініка,POINT (30.627689 50.5210431)
вул. Костянтина Данькевича,POINT (30.6271984 50.5193722)
Парк «Молодіжний»,POINT (30.6214187 50.5227876)
вул. Сержа Лифаря,POINT (30.6215267 50.5101037)
станція швидкісного трамваю «Романа Шухевича»,POINT (30.5745863 50.4953435)
Школа мистецтв ім. Леонтовича,POINT (30.619074 50.507627)
Школа мистецтв ім. Леонтовича,POINT (30.618449 50.5072591)
Школа,POINT (30.5960681 50.4973811)
Торгово-розважальний комплекс,POINT (30.5619049 50.4952924)
Житлове управління,POINT (30.6001078 50.4973744)
Житлове управління,POINT (30.5995067 50.4975212)
"Кіностудія ""Фільм Ю ЕЙ""",POINT (30.6153961 50.5039599)
"Кіностудія ""Фільм Ю ЕЙ""",POINT (30.614916 50.5037751)
Вулиця Сержа Лифаря,POINT (30.6205257 50.5093809)
Торговий комплекс,POINT (30.6108605 50.5007998)
Супермаркет,POINT (30.5201647 50.488118)
вул. Рональда Рейгана,POINT (30.6072477 50.4991042)
Школа,POINT (30.5954834 50.4975415)
бул. Володимира Висоцького,POINT (30.6239138 50.5126798)
пр. Червоної Калини,POINT (30.5910846 50.4975519)
Міська лікарня №1,POINT (30.6655258 50.4128564)
Блок послуг,POINT (30.5882069 50.5082652)
вул. Костянтина Данькевича,POINT (30.6087285 50.5203231)
вул. Сержа Лифаря,POINT (30.6040614 50.5151283)
вул. Каштанова,POINT (30.5850622 50.5066651)
Блок послуг,POINT (30.5889984 50.5084184)
вулиця Вікентія Беретті,POINT (30.6013533 50.5132442)
вул. Сержа Лифаря,POINT (30.6045388 50.5153296)
станція швидкісного трамвая «Сержа Лифаря»,POINT (30.605896 50.5167008)
Станція метро «Почайна»,POINT (30.4986045 50.4854254)
вул. Костянтина Данькевича,POINT (30.6083073 50.5199417)
СоцЗабез,POINT (30.6284091 50.525848)
Вул. Петра Вершигори,POINT (30.5752638 50.4917424)
Супермаркет,POINT (30.5844098 50.4878719)
Дитячий садок,POINT (30.5777597 50.4945365)
Дитячий садок,POINT (30.5765639 50.4941109)
озеро «Радунка»,POINT (30.5882216 50.4806058)
озеро «Радунка»,POINT (30.5882228 50.4801569)
Супермаркет,POINT (30.5841491 50.4871706)
Дніпровський ринок (242),POINT (30.5930816 50.4855462)
вул. Ірини Бекешкіної,POINT (30.603874 50.492439)
Воскресенський проспект,POINT (30.5909873 50.4900267)
вул. Миколи Кибальчича,POINT (30.5939253 50.4902248)
вул. Остафія Дашкевича,POINT (30.5989222 50.490636)
вул. Ірини Бекешкіної,POINT (30.6040108 50.4926851)
вул. Костянтина Данькевича,POINT (30.6183568 50.5188404)
вул. Миколи Кибальчича,POINT (30.5929456 50.49016)
вул. Остафія Дашкевича,POINT (30.5983931 50.4907055)
Госпіталь,POINT (30.5282575 50.3701062)
вулиця Загорівська,POINT (30.4743415 50.4711959)
площа Анкари,POINT (30.6127083 50.5133232)
вул. Сержа Лифаря,POINT (30.6173298 50.5113795)
Будинок побуту,POINT (30.6097982 50.5145179)
вул. Сержа Лифаря,POINT (30.6178768 50.5108568)
Будинок побуту,POINT (30.6098101 50.5141879)
"Парк ""Доброволець""",POINT (30.5970119 50.5264989)
вул. Милославська,POINT (30.5926104 50.5297633)
"Парк ""Доброволець""",POINT (30.5973633 50.5261281)
Мікрорайон №24,POINT (30.5931796 50.5306296)
